,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
360,33975,9429040814636,27 Oct 1977,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco33975,33975,,"8th Floor, Quay Tower, 29 Customs St, West, Auckland
, New Zealand","8th Floor, Quay Tower, 29 Customs St West, Auckland
, New Zealand",December,,,,,,,,,,,
361,83532,9429040564821,07 Mar 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83532,83532,,"C/o Yolland & Romaniuk, No 6 High St, Auckland
, New Zealand",,,,,,,,,,,,,
362,94984,9429040484051,10 Jul 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco94984,94984,,"116 Riddell Rd, Glendowie, Auckland 5
, New Zealand",,,,,,,,,,,,,
363,1384300,9429035799528,28 Aug 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1384300,1384300,,"12 Frank Place, Manurewa, Auckland, 2102
, New Zealand","12 Frank Place, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
364,1600599,9429034954041,28 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1600599,1600599,,"Allott Reeves & Co Limited, Unit 1b, 55 Epsom Road, Sockburn, Christchurch, 8443
, New Zealand","Allott Reeves & Co Limited, Unit 1b, 55 Epsom Road, Sockburn, Christchurch, 8443
, New Zealand",,,,,,,,,,,,
365,1226779,9429036403905,31 Jul 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1226779,1226779,,"13 Sunny Glen, Waikane 6010
, New Zealand","13 Sunnyglen, Waikane 6010
, New Zealand",,,,,,,,,,,,
366,162358,9429040226101,01 Feb 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco162358,162358,,"Coffey Davidson Limited, 303 Karamu Road North, Hastings
, New Zealand","Coffey Davidson Limited, 303 Karamu Road North, Hastings
, New Zealand",,,,,,,,,,,,
367,101340,9429040433721,02 Aug 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco101340,101340,,"Cemetery Road, R.d.9, Whangarei
, New Zealand","Cemetery Road, R.d.9, Whangarei
, New Zealand",,,,,,,,,,,,
368,3407035,9429031074117,31 May 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3407035,3407035,,"Ainger Tomlin Ltd, 12 Sayers Crescent, Ilam, Christchurch, 8041
, New Zealand","Ainger Tomlin Ltd, 12 Sayers Crescent, Ilam, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
369,1229165,9429036389261,30 Jul 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1229165,1229165,,"Unit 27, 88 Cook St, City, Auckland
, New Zealand","Unit 27, 88 Cook St, City, Auckland
, New Zealand",,,,,,,,,,,,
370,22937,9429040884363,18 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22937,22937,,"16 Royal Street, Upper Hutt
, New Zealand",,,,,,,,,,,,,
371,84060,9429040561073,05 May 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84060,84060,,"C/o Peat Marwick Mitchell & Co, 10th Flr National Mutual Centre, Shortland St, Auckland
, New Zealand",,,,,,,,,,,,,
372,150536,9429040290478,21 Nov 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco150536,150536,,"240 Princes St, Dunedin
, New Zealand",,,,,,,,,,,,,
373,133954,9429031870696,12 Oct 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco133954,133954,,"Official Assignees Office, 175 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
374,1239799,9429036330010,25 Sep 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1239799,1239799,,"31 Apu Crescent, Lyall Bay, Wellington
, New Zealand","31 Apu Crescent, Lyall Bay, Wellington
, New Zealand",,,,,,,,,,,,
375,2058880,9429033029900,18 Dec 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2058880,2058880,,"C/- Fresh Nz, 10 Donnelly Street, Havelock North, 4130
, New Zealand","C/- Fresh Nz, 10 Donnelly Street, Havelock North, 4130
, New Zealand",,,,,,,,,,,,
376,3347970,9429031145732,06 Apr 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3347970,3347970,,"38 Headland Drive, Long Bay, Auckland, 0630
, New Zealand","38 Headland Drive, Long Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
377,101636,9429040429403,19 Sep 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101636,101636,,"1st Flr, Amp Bldg, Cnr Wood & East Sts, Papakura
, New Zealand",,,,,,,,,,,,,
378,5656387,9429041680131,01 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5656387,5656387,,"11 Wedgwood Avenue, Mangere East, Auckland, 2024
, New Zealand","11 Wedgwood Avenue, Mangere East, Auckland, 2024
, New Zealand",,,,,,,,,,,,
379,1028259,9429037293642,03 May 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1028259,1028259,,"C/- Sewell & Wilson, 26 Maria Place, Wanganui
, New Zealand","C/- Sewell & Wilson, 26 Maria Place, Wanganui
, New Zealand",,,,,,,,,,,,
380,8704586,9429051246785,06 Apr 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8704586,8704586,,"1a Lady Ruby Drive, East Tamaki, Auckland, 2013
, New Zealand","1a Lady Ruby Drive, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
381,86982,9429040542492,17 Apr 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86982,86982,,"Cnr Khyber Pass & Mountain Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,,
382,134131,9429031870016,18 Dec 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco134131,134131,,"63 New Brighton Rd, Christchurch
, New Zealand",,,,,,,,,,,,,
383,28817,9429040850283,14 Dec 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco28817,28817,,"Bell Gully & Co, 109-117 Featherston St Box 1291, Wellington
, New Zealand",,,,,,,,,,,,,
384,1809109,9429034147672,27 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1809109,1809109,,"57 Sapphire Street, Casebrook, Christchurch
, New Zealand","57 Sapphire Street, Casebrook, Christchurch
, New Zealand",,,,,,,,,,,,
385,1655935,9429034677780,08 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1655935,1655935,,"C/-collins & Associates Ltd, 154 Great South Road, Takanini
, New Zealand","C/-collins & Associates Ltd, 154 Great South Road, Takanini, Auckland
, New Zealand",,,,,,,,,,,,
386,3349872,9429031143950,07 Apr 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3349872,3349872,,"Nztimes, Gate 5, Oaklands Rd, Massey University, Albany, North Shore City, 0632
, New Zealand","Nztimes, Gate 5, Oaklands Rd, Massey University, Albany, North Shore City, 0632
, New Zealand",,,,,,,,,,,,
387,201677,9429040016221,10 Dec 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201677,201677,,"Murray Crossman & Partners, Marac House, 132 First Ave, Tauranga
, New Zealand","-
, New Zealand",,,,,,,,,,,,
388,63671,9429040674926,27 Sep 1962,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco63671,63671,,"Level 4, Smith And Caughey Building, 253 Queen Street, Auckland City, 1010
, New Zealand","Level 4, Smith And Caughey Building, 253 Queen Street, Auckland City, 1010
, New Zealand",,,,,,,,,,,,
389,2363508,9429031761918,19 Nov 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2363508,2363508,,"98 Aorangi Street, Feilding
, New Zealand","98 Aorangi Street, Feilding
, New Zealand",,,,,,,,,,,,
390,7551822,9429047526211,24 Jun 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7551822,7551822,,"1b Lake Pupuke Drive, Takapuna, Auckland, 0622
, New Zealand","1b Lake Pupuke Drive, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
391,6104822,9429043333653,27 Sep 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6104822,6104822,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
392,23283,9429040882017,04 Mar 1970,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco23283,23283,,"Level 28, Majestic Centre, 100 Willis Street, Wellington
, New Zealand","Level 28, Majestic Centre, 100 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
393,1976688,9429033186313,13 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1976688,1976688,,"49a O'connor Drive, Pukekohe, Pukekohe, 2120
, New Zealand","49a O'connor Drive, Pukekohe, Pukekohe, 2120
, New Zealand",,,,,,,,,,,,
394,28245,9429040854496,27 Aug 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco28245,28245,,"Strand Buildings, 83 The Square, Palmerston North
, New Zealand",,,,,,,,,,,,,
395,20677,9429040895024,14 Feb 1968,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco20677,20677,,"The Offices Of Brandon And Brookfield, Barristers And Solicitors, 32 The Terrace, Lambton Quay Wellington
, New Zealand",,,,,,,,,,,,,
396,1174940,9429036701322,16 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1174940,1174940,,"Atkinson Shepherd Hensman Ltd, 107 Market Street South, Hastings
, New Zealand","Atkinson Shepherd Hensman Ltd, 107 Market Street South, Hastings
, New Zealand",,,,,,,,,,,,
397,91824,9429040506975,16 Jul 1974,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco91824,91824,,"Foster & Co. Chartered Accountants Ltd, Unit 11, 135 Cryers Road, East Tamaki, Auckland, 2013
, New Zealand","Unit 11, 135 Cryers Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
398,8124909,9429048641326,21 Sep 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8124909,8124909,,"Unit 2, 71c State Highway 51, Rd 2, Hastings, 4172
, New Zealand","Unit 2, 71c State Highway 51, Rd 2, Hastings, 4172
, New Zealand",,,,,,,,,,,,
399,109485,9429032162776,24 Sep 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco109485,109485,,"444 Huia Rd, Titirangi
, New Zealand",,,,,,,,,,,,,
400,1978881,9429033173184,03 Sep 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1978881,1978881,,"487a Pukehuia Road, Rd1, Tangiteroria
, New Zealand","487a Pukehuia Road, Rd1, Tangiteroria
, New Zealand",,,,,,,,,,,,
401,910638,9429037834548,28 May 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco910638,910638,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
402,99920,9429040443386,06 Dec 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99920,99920,,"Official Assignee, 6th Flr Justice Dept Bldg, 3 Kingston St, Auckland
, New Zealand",,,,,,,,,,,,,
403,91047,9429040515007,09 May 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco91047,91047,,"80 Greys Ave, Auckland
, New Zealand",,,,,,,,,,,,,
404,661146,9429038549762,15 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco661146,661146,,"2/10 Jason Avenue, Sandringham, Auckland
, New Zealand","2/10 Jason Avenue, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,
405,1041073,9429037233662,14 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1041073,1041073,,"91 Clarence Street, Hamilton
, New Zealand","91 Clarence Street, Hamilton
, New Zealand",,,,,,,,,,,,
406,2189859,9429032482720,14 Nov 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2189859,2189859,,"Matley Financial Services Limited, Flat 1, 4a Mill Lane, Whitiora, Hamilton, 3200
, New Zealand","Matley Financial Services Limited, Flat 1, 4a Mill Lane, Whitiora, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
407,190509,9429040097596,25 Jun 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190509,190509,,"C/o I M Young, Cnr Cameron Rd & Wharf St, Tauranga
, New Zealand",,,,,,,,,,,,,
408,6268267,9429046079091,13 Apr 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6268267,6268267,,"Diego Tapia, 424 Old Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Diego Tapia, 424 Old Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
409,1135073,9429036919918,30 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1135073,1135073,,"8 Bond Crescent, Forrest Hill, Auckland 1309
, New Zealand","8 Bond Crescent, Forrest Hill, Auckland 1309
, New Zealand",,,,,,,,,,,,
410,1939547,9429033414348,03 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1939547,1939547,,"8 Third View Avenue, Beachlands, Manukau 2018, Auckland
, New Zealand","8 Third View Avenue, Beachlands, Manukau 2018, Auckland
, New Zealand",,,,,,,,,,,,
411,1295312,9429036013982,28 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1295312,1295312,,"77 Linwood Ave, Mt.albert, Auckland, Newzealand
, New Zealand","77 Linwood Ave, Mt.albert, Auckland, Newzealand
, New Zealand",,,,,,,,,,,,
412,60462,9429040686622,12 Oct 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco60462,60462,,"Lester Mckinstry & Co, 4th Floor Dingwall Bld, 87 Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
413,496766,9429039141958,18 Dec 1990,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco496766,496766,,"Peat Marwick Tower,, Level 12,, 85 Alexandra Street,, Hamilton.
, New Zealand","-
, New Zealand",,,,,,,,,,,,
414,5830465,9429042023715,15 Oct 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5830465,5830465,,"Benjamin Harris, 61 Saddleback Grove, Karori, Wellington, 6012
, New Zealand","Benjamin Harris, 61 Saddleback Grove, Karori, Wellington, 6012
, New Zealand",,,,,,,,,,,,
415,184194,9429040128825,09 Jun 1961,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco184194,184194,,"Offices Of Rex Needham & Mccleery, 21 Vialou Street, Hamilton
, New Zealand","Offices Of Rex Needham & Mccleery, 21 Vialou Street, Hamilton
, New Zealand",,,,,,,,,,,,
416,6164933,9429044086473,15 Nov 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6164933,6164933,,"GILES & ASSOCIATES CHARTERED ACCOUNTANTS LIMITED (TAURANGA), 97 Edgecumbe Road, Tauranga, Tauranga, 3110
, New Zealand","278 Lakes Boulevard, Pyes Pa, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
417,1241187,9429036321537,02 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1241187,1241187,,"120 The Drive, Epsom, Auckland
, New Zealand","120 The Drive, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
418,7221833,9429047228528,18 Jan 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7221833,7221833,,"1b Lake Pupuke Dr, Takapuna, Auckland, 0622
, New Zealand","1b Lake Pupuke Dr, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
419,200785,9429040023304,13 May 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200785,200785,,"C/o Stretton Hoy & Brown, Towngate Bldg, Heu Heu St, Taupo
, New Zealand",,,,,,,,,,,,,
420,15577,9429040919348,20 Sep 1963,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco15577,15577,,"Main Highway, Okawa Bay, Rotorua
, New Zealand","Main Highway, Okawa Bay, Rotorua
, New Zealand",,,,,,,,,,,,
421,105316,9429040392851,02 Apr 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco105316,105316,,"405 Mt Eden Rd, Mt Eden, Auckland 3
, New Zealand",,,,,,,,,,,,,
422,1377422,9429035817116,19 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1377422,1377422,,"4-14 Seaview Tce, Mt Albert 1003, Auckland, Nz
, New Zealand","4-14 Seaview Tce, Mt Albert 1003, Auckland, Nz
, New Zealand",,,,,,,,,,,,
423,1567115,9429035128694,13 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1567115,1567115,,"10 Seven Oaks Drive, Pakuranga, Auckland
, New Zealand","10 Seven Oaks Drive, Pakuranga, Auckland
, New Zealand",,,,,,,,,,,,
424,55817,9429040703657,13 Sep 1957,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco55817,55817,,"Level 10, 52 Swanson Street, Auckland, 1010
, New Zealand","Level 10, 52 Swanson Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
425,106702,9429040377414,01 Oct 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco106702,106702,,"Simpson Grierson, 12th Floor, 92-96 Albert Street, Auckland
, New Zealand","Simpson Grierson, 12th Floor, 92-96 Albert Street, Auckland
, New Zealand",December,,,,,,,,,,,
426,1423383,9429035715856,13 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1423383,1423383,,"33 Caribbean Drive, Albany, Auckland 1311
, New Zealand","33 Caribbean Drive, Albany, Auckland 1311
, New Zealand",,,,,,,,,,,,
427,96503,9429040469195,07 Nov 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco96503,96503,,"46 Kempthorne Cres, Kohimaramara, Auckland 5
, New Zealand",,,,,,,,,,,,,
428,806687,9429038330995,19 Apr 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco806687,806687,,"C/-rodewald Hart Brown, Level 2, 127 Durham Street, Tauranga
, New Zealand","C/-rodewald Hart Brown, Level 2, 127 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
429,1006599,9429037410858,14 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1006599,1006599,,"Level 2, 116 Harris Road, East Tamaki
, New Zealand","Level 2, 116 Harris Road, East Tamaki
, New Zealand",,,,,,,,,,,,
430,80994,9429040582177,12 Feb 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco80994,80994,,"81 Brighton Road, Auckland
, New Zealand",,,,,,,,,,,,,
431,1023623,9429037320614,14 Apr 2000,Removed,Overseas NonASIC Company,No,,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1023623,1023623,,,,December,Chile,"173 Captain Springs Road, Onehunga, Auckland
,","Care OF, Short, Nicolas William Garrick, 30 Hollywood Avenue, Epsom, Auckland
, New Zealand",,,,,,,,
432,9255497,9429052172199,27 Jun 2024,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9255497,9255497,,"DGS ACCOUNTING LIMITED, 4 Tavern Place, Greta Valley, 7387
, New Zealand","DGS ACCOUNTING LIMITED, 4 Tavern Place, Greta Valley, 7387
, New Zealand",,,,,,,,,,,,
