,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,ACN Number:,FRA Reporting Month:,Reports
368,1532665,9429035293934,06 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1532665,1532665,,"135 Blake Blvd, Papamoa, 3003
, New Zealand","135 Blake Blvd, Papamoa
, New Zealand",,,,,,,,,,,,
369,1293137,9429036027781,15 Apr 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1293137,1293137,,"107 Great South Road, Remuera, Auckland
, New Zealand","107 Great South Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
370,1178423,9429036682096,06 Dec 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1178423,1178423,,"C/- Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,,,,,,,,
371,1625793,9429034809686,13 May 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1625793,1625793,,"58 Colwill Road, Massey, Auckland, 0614
, New Zealand","58 Colwill Road, Massey, Auckland, 0614
, New Zealand",,,,,,,,,,,,
372,605957,9429038789076,24 Feb 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco605957,605957,,"The Official Assignee's Office, Bower House, 26 - 28 Bower Street, Napier
, New Zealand","The Official Assignee's Office, Bower House, 26 - 28 Bower Street, Napier
, New Zealand",,,,,,,,,,,,
373,2285712,9429032124682,15 Jul 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2285712,2285712,,"Corcoran French, Level 1, 166 Moorhouse Avenue, Sydenham, Christchurch, 8011
, New Zealand","Corcoran French, Level 1, 166 Moorhouse Avenue, Sydenham, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
374,1292938,9429036028160,14 Apr 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1292938,1292938,,"Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand","Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
375,18652,9429040903040,28 Apr 1966,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco18652,18652,,"Unit 11, Northcote Park, 80 Grey Street, Palmerston North
, New Zealand","Unit 11, Northcote Park, 80 Grey Street, Palmerston North
, New Zealand",,,,,,,,,,,,
376,645675,9429038618086,31 Mar 1995,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco645675,645675,,"8 Lowther Place, Taradale, Napier, 4112
, New Zealand","8 Lowther Place, Taradale, Napier, 4112
, New Zealand",,,,,,,,,,,,
377,1279962,9429036104260,05 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1279962,1279962,,"117 Maketu Road, Te Puke
, New Zealand","117 Maketu Road, Te Puke
, New Zealand",,,,,,,,,,,,
378,5701782,9429041753934,18 May 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5701782,5701782,,"J Bailey & K Douglas, 141 Glendhu Road, Bayview, Auckland, 0629
, New Zealand","J Bailey & K Douglas, 141 Glendhu Road, Bayview, Auckland, 0629
, New Zealand",,,,,,,,,,,,
379,807690,9429038326073,20 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco807690,807690,,"Grant Thorton, 97-101 Hobson Street, Auckland
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,,,,,,,,
380,1168796,9429036736621,19 Oct 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1168796,1168796,,"19 Lingham Crescent, Torbay, Auckland
, New Zealand","19 Lingham Crescent, Torbay, Auckland
, New Zealand",,,,,,,,,,,,
381,5274341,9429041264584,05 Jun 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5274341,5274341,,"NZINVEST LIMITED, Level 6, East On Quay, 32 Mahuhu Crescent, Auckland, 1010
, New Zealand","NZINVEST LIMITED, Level 6, East On Quay, 32 Mahuhu Crescent, Auckland, 1010
, New Zealand",,,,,,,,,,,,
382,5356121,9429041306338,03 Jul 2014,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5356121,5356121,,"AMY KERR AND ASSOCIATES LTD, 38 Bannister Street, Masterton, Masterton, 5810
, New Zealand","AMY KERR AND ASSOCIATES LTD, 38 Bannister Street, Masterton, Masterton, 5810
, New Zealand",,,,,,,,,,,,
383,1969359,9429033226422,23 Jul 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1969359,1969359,,"445 College Street, Hokowhitu, Palmerston North, 4410
, New Zealand","445 College Street, Hokowhitu, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
384,21635,9429040891392,09 Dec 1968,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco21635,21635,,"Fluker Denton & Co, Chartered Accountants, 264 Oxford Street, Levin
, New Zealand","Fluker Denton & Co, Chartered Accountants, 264 Oxford Street, Levin
, New Zealand",,,,,,,,,,,,
385,849115,9429038127151,01 Apr 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco849115,849115,,"Winstanley Kerridge Chartered Accountants Ltd, 22 Scott Street, Blenheim, 7201
, New Zealand","Winstanley Kerridge Chartered Accountants Ltd, 22 Scott Street, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
386,142686,9429040329178,23 Nov 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco142686,142686,,"Level 5 Landsborough House, 287 Durham Street, Christchurch
, New Zealand","-
, New Zealand",,,,,,,,,,,,
387,234378,9429039971371,17 Feb 1984,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco234378,234378,,"109b Main Road, Katikati
, New Zealand","78 Walkers Road East, R D 2, Katikati
, New Zealand",,,,,,,,,,,,
388,7480,9429040954936,31 Oct 1951,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7480,7480,,"M G Fitzgerald, Chartered Accountants, 107 Main Street, Upper Hutt
, New Zealand","M G Fitzgerald, Chartered Accountants, 107 Main Street, Upper Hutt
, New Zealand",,,,,,,,,,,,
389,1042046,9429037228972,19 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1042046,1042046,,"25 Flinders Place, Welcome Bay, Tauranga
, New Zealand","25 Flinders Place, Welcome Bay, Tauranga
, New Zealand",,,,,,,,,,,,
390,1324301,9429035944591,04 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1324301,1324301,,"202 Karagahape Road, Auckland City
, New Zealand","202 Karagahape Road, Auckland City
, New Zealand",,,,,,,,,,,,
391,1040958,9429037233389,21 Jun 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1040958,1040958,,"10 Mcfadzean Drive, Blockhouse Bay, Auckland, 0600
, New Zealand","10 Mcfadzean Drive, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,
392,38890,9429040772103,12 Mar 1982,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco38890,38890,,"A R Short & Co, Chartered Accountants, Level 8 Fmg Building, 55 The Square, Palmerston North
, New Zealand","A R Short & Co, Chartered Accountants, Level 8 Fmg Building, 55 The Square, Palmerston North
, New Zealand",,,,,,,,,,,,
393,1138647,9429036899890,17 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1138647,1138647,,"19 Colina Street, Avonhead, Christchurch
, New Zealand","19 Colina Street, Avonhead, Christchurch
, New Zealand",,,,,,,,,,,,
394,8361441,9429050535385,12 May 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8361441,8361441,,"TYLER PRICE ACCOUNTANTS LIMITED, Flat 14, 29 Rossmay Terrace, Mount Eden, Auckland, 1024
, New Zealand","TYLER PRICE ACCOUNTANTS LIMITED, Flat 14, 29 Rossmay Terrace, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
395,1922169,9429033523880,30 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1922169,1922169,,"Bennett Currie Limited, 484 Main Street, Palmerston North
, New Zealand","Bennett Currie Limited, 484 Main Street, Palmerston North
, New Zealand",,,,,,,,,,,,
396,521378,9429039063373,05 Sep 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco521378,521378,,"C/-36 The Mall, Cromwell
, New Zealand","36 The Mall, Cromwell
, New Zealand",,,,,,,,,,,,
397,666472,9429038524752,20 Dec 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco666472,666472,,"21 Thatcher Crescent, Ngaio, Wellington
, New Zealand","21 Thatcher Crescent, Ngaio, Wellington
, New Zealand",,,,,,,,,,,,
398,110252,9429032145793,22 Dec 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110252,110252,,"56 Park Rd, Glenfield 10
, New Zealand",,,,,,,,,,,,,
399,601915,9429038802201,01 Sep 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco601915,601915,,"Champers Hair Studio (shop 12), Cherry Wood Shopping Centre, Cherry Wood Drive, Tauranga
, New Zealand","Champers Hair Studio (shop 12), Cherry Wood Shopping Centre, Cherry Wood Drive, Tauranga
, New Zealand",,,,,,,,,,,,
400,1749829,9429034376133,13 Jan 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1749829,1749829,,"57 Winchester Terrace, Te Reti, Tauranga
, New Zealand","57 Winchester Terrace, Te Reti, Tauranga
, New Zealand",,,,,,,,,,,,
401,190683,9429040099699,26 Mar 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190683,190683,,"Peat Marwick, 11th Floor Peat Marwick Tower, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,,
402,864729,9429038051524,14 Jul 1997,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco864729,864729,,"12 Fenside Street, Waikanae, Wellington
, New Zealand","12 Fenside Street, Waikanae, Wellington
, New Zealand",,,,,,,,,,,,
403,948773,9429037645793,25 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco948773,948773,,"98 Orere Point Rd, Orere Point, Auckland
, New Zealand","98 Orere Point Rd, Orere Point, Auckland
, New Zealand",,,,,,,,,,,,
404,3377931,9429031111379,05 May 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3377931,3377931,,"TAWA FINANCIAL SERVICES LIMITED, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","TAWA FINANCIAL SERVICES LIMITED, 214 Main Road, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,
405,826507,9429038236488,11 Sep 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco826507,826507,,"Clifford Chan & Co, Chartered Accountants, 50 Riccarton Road, Christchurch
, New Zealand","Clifford Chan & Co, Chartered Accountants, 50 Riccarton Road, Christchurch
, New Zealand",,,,,,,,,,,,
406,1506293,9429035429852,21 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1506293,1506293,,"Flat 2, 32, Cuba Street, Wellington
, New Zealand","Flat 2, 32, Cuba Street, Wellington
, New Zealand",,,,,,,,,,,,
407,1500652,9429035461555,02 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1500652,1500652,,"Mckenzie & Partners Limited, Level One, 484 Main Street, Palmerston North
, New Zealand","Mckenzie & Partners Limited, Level One, 484 Main Street, Palmerston North
, New Zealand",,,,,,,,,,,,
408,1248151,9429036280469,29 Oct 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1248151,1248151,,"13a William Souter Street, Forrest Hill, Auckland, 0620
, New Zealand","13a William Souter Street, Forrest Hill, Auckland, 0620
, New Zealand",,,,,,,,,,,,
409,3551091,9429030947146,15 Sep 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3551091,3551091,,"1 Alpha Street, Cambridge, Cambridge, 3434
, New Zealand","1 Alpha Street, Cambridge, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
410,112374,9429032121179,23 Sep 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco112374,112374,,"52 Target Road, Beachaven
, New Zealand",,,,,,,,,,,,,
411,2118718,9429032797923,28 Apr 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2118718,2118718,,"BDO Marlborough Limited, 58 Arthur Street, Blenheim, 7201
, New Zealand","BDO Marlborough Limited, 58 Arthur Street, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
412,1521520,9429035352563,01 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1521520,1521520,,"Accounting Taxation Centre, 13-17 Putaitai Street, Nelson
, New Zealand","Accounting Taxation Centre, 13-17 Putaitai Street, Nelson
, New Zealand",,,,,,,,,,,,
413,103301,9429040410029,26 Jun 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103301,103301,,"Mclaren Guise Associates, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand",,,,,,,,,,,,,
414,1484244,9429035532705,17 Feb 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1484244,1484244,,"Focus Chartered Accountants Limited, 31 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand","Focus Chartered Accountants Limited, 31 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
415,874324,9429038005411,22 Sep 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco874324,874324,,"283 Bannockburn Road, Cromwell
, New Zealand","C/- Robin Pimm, Chartered Accountants, 36 The Mall, Cromwell
, New Zealand",,,,,,,,,,,,
416,2099590,9429032884647,27 Feb 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2099590,2099590,,"Ainger Tomlin Ltd, Level 1-116 Riccarton Road, Riccarton, Christchurch
, New Zealand","Ainger Tomlin Ltd, Level 1-116 Riccarton Road, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
417,84962,9429040554037,23 Aug 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84962,84962,,"70 Salamanca Rd, Glenfield, Auckland
, New Zealand",,,,,,,,,,,,,
418,1861277,9429033892764,01 Sep 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1861277,1861277,,"Meyer & Co, 85 Picton Avenue, Riccarton, Christchurch
, New Zealand","Meyer & Co, 85 Picton Avenue, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
419,67704,9429040655840,10 Dec 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67704,67704,,"C/o Mcelroy Speakman & Co, Level 6 2 Whitaker Place, Auckland 1
, New Zealand",,,,,,,,,,,,,
420,2228673,9429032307764,14 Apr 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2228673,2228673,,"42 Omana Avenue, Shelly Beach, Kaipara
, New Zealand","42 Omana Avenue, Shelly Beach, Kaipara
, New Zealand",,,,,,,,,,,,
421,5059800,9429041148969,19 Mar 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5059800,5059800,,"Miller Mountfort Limited, Suite 2, 29 Picton Street, Howick, Auckland, 2014
, New Zealand","Miller Mountfort Limited, Suite 2, 29 Picton Street, Howick, Auckland, 2014
, New Zealand",,,,,,,,,,,,
422,5857291,9429042091424,30 Nov 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5857291,5857291,,"51 Terrasini Drive, Flat Bush, Auckland, 2019
, New Zealand","51 Terrasini Drive, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,
423,1550136,9429035210184,30 Aug 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1550136,1550136,,"61a Maranui Street, Mt Maunganui
, New Zealand","61a Maranui Street, Mt Maunganui
, New Zealand",,,,,,,,,,,,
424,66988,9429040661230,11 Aug 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco66988,66988,,"C/- Ferrier Hodgson & Co, Level 16, 45 Queen Street, Auckland`
, New Zealand","C/- Ferrier Hodgson & Co, Level 16, 45 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
425,111991,9429032131086,03 Mar 1977,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco111991,111991,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
426,2375138,9429031733182,08 Dec 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2375138,2375138,,"46 Fitzgerald Road, Rd 1, Drury, 2577
, New Zealand","46 Fitzgerald Road, Rd 1, Drury, 2577
, New Zealand",,,,,,,,,,,,
427,1733364,9429034416525,28 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1733364,1733364,,"15a Hokonui Drive, Gore
, New Zealand","15a Hokonui Drive, Gore
, New Zealand",,,,,,,,,,,,
428,4479999,9429030187917,13 Jun 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4479999,4479999,,"23-25 Forge Road, Silverdale, Silverdale, 0932
, New Zealand","23-25 Forge Road, Silverdale, Silverdale, 0932
, New Zealand",,,,,,,,,,,,
429,578068,9429038882869,31 Mar 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco578068,578068,,"Cnr Eastbourne And Market Streets, Hastings
, New Zealand","Cnr Eastbourne And Market Streets, Hastings
, New Zealand",,,,,,,,,,,,
430,7466,9429040953755,16 Oct 1951,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7466,7466,,"41 Princess Street, Palmerston North
, New Zealand",,,,,,,,,,,,,
431,2358186,9429031779173,11 Nov 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2358186,2358186,,"Campbell Tyson Limited, 16 Elliot Street, Papakura, 2110
, New Zealand","45a Clendon Avenue, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
432,8538948,9429050990313,29 Nov 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8538948,8538948,,"Nazratul-Ain Binti Nordin, 1 Cumulus Way, Ranui, Auckland, 0612
, New Zealand","Nazratul-Ain Binti Nordin, 1 Cumulus Way, Ranui, Auckland, 0612
, New Zealand",,,,,,,,,,,,
433,6133767,9429043378975,28 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6133767,6133767,,"Kay West, 28 Albacore Way, Maraetai, Auckland, 2018
, New Zealand","Kay West, 28 Albacore Way, Maraetai, Auckland, 2018
, New Zealand",,,,,,,,,,,,
434,108038,9429032258592,01 Apr 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco108038,108038,,"Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland
, New Zealand","Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
