,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
353,2109748,9429032844269,25 Mar 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2109748,2109748,,"Morgan & Co, Chartered Accountants Ltd, 296 Queen Street, Masterton
, New Zealand","Morgan & Co, Chartered Accountants Ltd, 296 Queen Street, Masterton
, New Zealand",,,,,,,,,,,,
354,187349,9429040119571,23 Aug 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187349,187349,,"P Kunac, Centrepoint, 554 Victoria St, Hamilton
, New Zealand",,,,,,,,,,,,,
355,1917925,9429033552644,09 Mar 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1917925,1917925,,"Gabites Limited, 54 Cass Street, Ashburton, 7700
, New Zealand","Gabites Limited, 54 Cass Street, Ashburton, 7700
, New Zealand",,,,,,,,,,,,
356,1055404,9429037175290,31 Aug 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1055404,1055404,,"9 Buckley Road, Epsom, Auckland
, New Zealand","9 Buckley Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
357,806920,9429038328633,29 Apr 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco806920,806920,,"74 Matangi Road, Rd 4, Hamilton, 3284
, New Zealand","74 Matangi Road, Rd 4, Hamilton, 3284
, New Zealand",,,,,,,,,,,,
358,17702,9429040908434,14 Jul 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17702,17702,,"28 Bentley St, Masterton
, New Zealand",,,,,,,,,,,,,
359,1637172,9429034753149,18 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1637172,1637172,,"26 Diana Avenue, Gisborne
, New Zealand","26 Diana Avenue, Gisborne
, New Zealand",,,,,,,,,,,,
360,706908,9429038382895,08 Dec 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco706908,706908,,"25a Hapua Street, Remuera, Auckland
, New Zealand","25a Hapua Street, Remeura, Auckland
, New Zealand",,,,,,,,,,,,
361,1469066,9429035615569,17 Dec 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1469066,1469066,,"49 Wainui Street, Riccarton, Christchurch, 8041
, New Zealand","49 Wainui Street, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
362,123846,9429031979009,30 Oct 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123846,123846,,"255 Madras St, Christchurch
, New Zealand",,,,,,,,,,,,,
363,1021419,9429037332310,16 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1021419,1021419,,"C/- Lock & Partners Ltd, 1st Level, 171 Hobson Street, Auckland
, New Zealand","C/- Lock & Partners Ltd, 1st Level, 171 Hobson Street, Auckland
, New Zealand",,,,,,,,,,,,
364,647428,9429038610042,26 Sep 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco647428,647428,,"21 Marsden Avenue, Mt Eden, Auckland
, New Zealand","21 Marsden Avenue, Mt Eden, Auckland
, New Zealand",,,,,,,,,,,,
365,2032934,9429033062761,29 Oct 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2032934,2032934,,"Arrow Accountants Limited, 6 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand","Arrow Accountants Limited, 6 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
366,1823332,9429034085486,29 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1823332,1823332,,"48 Second View Ave, Beachlands, Auckland
, New Zealand","48 Second View Ave, Beachlands, Auckland
, New Zealand",,,,,,,,,,,,
367,1316062,9429035954408,30 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1316062,1316062,,"Macdonald & Associates, 16 Main Street, Gore
, New Zealand","Macdonald & Associates, 16 Main Street, Gore
, New Zealand",,,,,,,,,,,,
368,55477,9429040705071,11 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55477,55477,,"22 Station Rd, Otahuhu, Auckland
, New Zealand",,,,,,,,,,,,,
369,1811205,9429034136089,10 May 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1811205,1811205,,"10 Maheke Street, St Heliers, Auckland
, New Zealand","10 Maheke Street, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
370,809438,9429038317361,21 May 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco809438,809438,,"Staples Rodway Wellington, 6th Floor, 95 Customhouse Quay, Wellington, 6011
, New Zealand","Staples Rodway Wellington, 6th Floor, 95 Customhouse Quay, Wellington, 6011
, New Zealand",,,,,,,,,,,,
371,19841,9429040899862,08 May 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco19841,19841,,"1 Waitepapa Road, Hunterville
, New Zealand","1 Waitepapa Road, Hunterville
, New Zealand",,,,,,,,,,,,
372,81976,9429040575568,13 Jul 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81976,81976,,"C/o Ling & Adams, 7-10 Peacocks Bldg, Catherine St, Henderson
, New Zealand",,,,,,,,,,,,,
373,543604,9429039000125,01 Apr 1992,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco543604,543604,,"4th Floor, 253 Queen Street, Auckland
, New Zealand","4th Floor, 253 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
374,136234,9429031846073,05 Feb 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136234,136234,,"Price Waterhouse & Co With, R A Anderson & Knox, A M P Bldg Cathedral Sq, Christchurch
, New Zealand",,,,,,,,,,,,,
375,5686268,9429041715536,21 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5686268,5686268,,"62 Ravenwood Drive, Forrest Hill, Auckland, 0620
, New Zealand","62 Ravenwood Drive, Forrest Hill, Auckland, 0620
, New Zealand",,,,,,,,,,,,
376,7087573,9429047115446,06 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7087573,7087573,,"20 Buckhurst Ave, Wigram, Christchurch, 8042
, New Zealand","20 Buckhurst Ave, Wigram, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
377,2134834,9429032731767,22 May 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2134834,2134834,,"9 Aberdeen Road, Castor Bay, Auckland
, New Zealand","9 Aberdeen Road, Castor Bay, Auckland
, New Zealand",,,,,,,,,,,,
378,2386075,9429031705400,03 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2386075,2386075,,"750 Ohui Rd, Opoutere, Whangamata 3643
, New Zealand","750 Ohui Rd, Opoutere, Whangamata 3643
, New Zealand",,,,,,,,,,,,
379,113582,9429032105209,03 Mar 1982,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco113582,113582,,"Lethenty Bulls, Bulls
, New Zealand","Lethenty Bulls, Bulls
, New Zealand",,,,,,,,,,,,
380,122383,9429031989640,17 Jun 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco122383,122383,,"C/o Deloitte Haskins & Sells, Level 4, 32 Oxford Terrace, Christchurch
, New Zealand",,,,,,,,,,,,,
381,7853817,9429047834446,09 Dec 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7853817,7853817,,"131 Taupaki Road, Taupaki, Auckland, 0782
, New Zealand","131 Taupaki Road, Taupaki, Auckland, 0782
, New Zealand",,,,,,,,,,,,
382,55369,9429040704944,26 Jun 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55369,55369,,"52 Rosebank Road, Avondale 7
, New Zealand",,,,,,,,,,,,,
383,2200418,9429032433487,06 Jan 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2200418,2200418,,"9 Bertrand Road, Mount Wellington, Auckland, 1060
, New Zealand","9 Bertrand Road, Mount Wellington, Auckland, 1060
, New Zealand",,,,,,,,,,,,
384,195517,9429040066806,26 Aug 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco195517,195517,,"C/o Kendon Cox & Co, 156 Vincent Street, Auckland 1
, New Zealand","-
, New Zealand",,,,,,,,,,,,
385,3026407,9429031460781,14 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3026407,3026407,,"69 Stanniland Street, Sunnyhills, Manukau, 2010
, New Zealand","69 Stanniland Street, Sunnyhills, Manukau, 2010
, New Zealand",,,,,,,,,,,,
386,1479660,9429035558552,12 Feb 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1479660,1479660,,"C/-brown & Associates, Chartered Accountants, 54 Montgomery Square, Nelson
, New Zealand","C/-brown & Associates, Chartered Accountants, 54 Montgomery Square, Nelson
, New Zealand",,,,,,,,,,,,
387,1006426,9429037409920,21 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1006426,1006426,,"Level 1, 101 Station Road, Penrose, Auckland
, New Zealand","Level 1, 101 Station Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
388,906152,9429037853167,26 May 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco906152,906152,,"K P M G Chartered Accountants, 11th Floor K P M G House, 85 Alexandra Street, Hamilton
, New Zealand","K P M G Chartered Accountants, 11th Floor K P M G House, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,
389,1012588,9429037379124,22 Feb 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1012588,1012588,,"5 Rugby Street, Highfield, Timaru, 7910
, New Zealand","5 Rugby Street, Highfield, Timaru, 7910
, New Zealand",,,,,,,,,,,,
390,89262,9429040525334,02 Nov 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89262,89262,,"C/o Rosie & Wilson, 49 Queen St, Waiuku
, New Zealand",,,,,,,,,,,,,
391,164748,9429040214764,24 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164748,164748,,"C/o Ingram Thompson & Berry, 213 Queen St E, Box 447, Hastings
, New Zealand",,,,,,,,,,,,,
392,646851,9429038610547,20 Apr 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco646851,646851,,"22 Handforth Street, Onerahi, Whangarei
, New Zealand","22 Handforth Street, Onerahi, Whangarei
, New Zealand",,,,,,,,,,,,
393,125149,9429031966665,01 Apr 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco125149,125149,,"5 Peel St, Christchurch
, New Zealand",,,,,,,,,,,,,
394,83663,9429040564012,22 Mar 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83663,83663,,"276 Penrose Rd, Mt Wellington
, New Zealand",,,,,,,,,,,,,
395,911655,9429037826253,30 Jun 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco911655,911655,,"N & D Holmes Limited, 58 Watkins Drive, Rangiora, 7400
, New Zealand","N & D Holmes Limited, 58 Watkins Drive, Rangiora, 7400
, New Zealand",,,,,,,,,,,,
396,1978194,9429033174549,22 Aug 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1978194,1978194,,"Flat 8 243 Southwark Park Road, Bermondsey, London, Se16 3ts
, New Zealand","Flat 8 243 Southwark Park Road, Bermondsey, London, Se16 3ts
, New Zealand",,,,,,,,,,,,
397,5422862,9429041363614,12 Aug 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5422862,5422862,,"Flat 1, 28 Avenue Road, Otahuhu, Auckland, 1062
, New Zealand","Flat 1, 28 Avenue Road, Otahuhu, Auckland, 1062
, New Zealand",,,,,,,,,,,,
398,964947,9429037559724,15 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco964947,964947,,"Level 24, 125 Queen Street, Auckland
, New Zealand","Level 24, 125 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
399,107189,9429040382388,27 Nov 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco107189,107189,,"42a Bolton St, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,,,,,
400,3577571,9429030927315,10 Oct 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3577571,3577571,,"300 Richmond Road, Grey Lynn, Auckland, 1021
, New Zealand","300 Richmond Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
401,1872565,9429033828657,11 Oct 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1872565,1872565,,"Paul Johnston Chartered Accountant, 55 Theodosia Street, Timaru, 7910
, New Zealand","Paul Johnston Chartered Accountant, 55 Theodosia Street, Timaru, 7910
, New Zealand",,,,,,,,,,,,
402,5253723,9429041262047,03 Jun 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5253723,5253723,,"53 Cornwall Street, St Albans, Christchurch, 8014
, New Zealand","53b Cornwall Street, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
403,3246368,9429031245746,24 Jan 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3246368,3246368,,"NIXON CATE LIMITED, 10/25 Airborne Road, Albany, Auckland, 0751
, New Zealand","NIXON CATE LIMITED, 10/25 Airborne Road, Albany, Auckland, 0751
, New Zealand",,,,,,,,,,,,
404,1515999,9429035380955,19 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1515999,1515999,,"Pricewaterhousecoopers, 12/119 Armagh St, Christchurch
, New Zealand","Pricewaterhousecoopers, 12/119 Armagh St, Christchurch
, New Zealand",,,,,,,,,,,,
405,1714818,9429034475546,20 Oct 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1714818,1714818,,"188b Devonport Road, Tauranga, Tauranga, 3110
, New Zealand","188b Devonport Road, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
406,58308,9429040693965,08 Jul 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco58308,58308,,"C/o Hutchison Hull & Co, 11th Flr Downtown Hse, 21-29 Queen St, Auckland 1
, New Zealand",,,,,,,,,,,,,
407,135314,9429031855853,26 Feb 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco135314,135314,,"Lawrence Anderson Buddle, 208 Oxford Tce, Christchurch
, New Zealand",,,,,,,,,,,,,
408,24345,9429040877327,12 Nov 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco24345,24345,,"53-55 Manchester St, Feilding
, New Zealand",,,,,,,,,,,,,
409,1134567,9429036922611,30 Apr 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1134567,1134567,,"Level 2, Bayleys Building, 678 Victoria Street, Hamilton
, New Zealand","Level 2, Bayleys Building, 678 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
410,39353,9429040761022,28 Jun 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco39353,39353,,"Level 6, National Mutual Building, Fitzherbert Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,,
411,1904850,9429033631417,27 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904850,1904850,,"3 Heathridge Place, Burswood Estate, Auckland
, New Zealand","3 Heathridge Place, Burswood Estate, Auckland
, New Zealand",,,,,,,,,,,,
412,1474338,9429035589068,23 Jan 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1474338,1474338,,"63 Donnelley Drive, Wainuiomata, Lower Hutt, 5014
, New Zealand","63 Donnelley Drive, Wainuiomata, Lower Hutt, 5014
, New Zealand",,,,,,,,,,,,
413,1041110,9429037232405,06 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1041110,1041110,,"Level 1, 4 Market Grove, Lower Hutt, Wellington
, New Zealand","Level 1, 4 Market Grove, Lower Hutt, Wellington
, New Zealand",,,,,,,,,,,,
414,186723,9429040121864,27 Oct 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco186723,186723,,"Coopers & Lybrand Building, Cnr Raffles & Bower Streets, Napier
, New Zealand","Coopers & Lybrand Building, Cnr Raffles & Bower Streets, Napier
, New Zealand",,,,,,,,,,,,
415,1533517,9429035289777,26 Jul 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1533517,1533517,,"3-274 Hibiscus Coast Highway, Orewa
, New Zealand","3-274 Hibiscus Coast Highway, Orewa
, New Zealand",,,,,,,,,,,,
416,1259090,9429036228089,10 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1259090,1259090,,"John Mansfield Solicitor, Level 4, 135 Broadway, Newmarket, Auckland
, New Zealand","John Mansfield Solicitor, Level 4, 135 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
417,1894717,9429033694566,16 Jan 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1894717,1894717,,"Findex, 173 Spey Street, Invercargill, Invercargill, 9810
, New Zealand","Findex, 173 Spey Street, Invercargill, Invercargill, 9810
, New Zealand",,,,,,,,,,,,
418,287429,9429039794338,31 Oct 1985,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco287429,287429,,"440 Rewi Street, Te Awamutu, Te Awamutu, 3800
, New Zealand","440 Rewi Street, Te Awamutu, Te Awamutu, 3800
, New Zealand",,,,,,,,,,,,
419,3207130,9429031294270,26 Nov 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3207130,3207130,,"INSPIRED BUSINESS SOLUTIONS LIMITED, Level 8, 57 Fort Street, Auckland, 1010
, New Zealand","INSPIRED BUSINESS SOLUTIONS LIMITED, Level 8, 57 Fort Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
420,1621322,9429034832394,11 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1621322,1621322,,"479b, Richardson Road, Mt Roskill
, New Zealand","479b, Richardson Road, Mt Roskill
, New Zealand",,,,,,,,,,,,
421,1199269,9429036562268,26 Mar 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1199269,1199269,,"C/o Joyce & Co, First Floor 11 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand","First Floor, 11 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
422,1137911,9429036902910,28 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1137911,1137911,,"Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand","Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand",,,,,,,,,,,,
423,320300,9429039684806,16 Oct 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco320300,320300,,"Robert Kale & Associates Ltd, 213e Queen St, Hastings
, New Zealand","Robert Kale & Associates Limitred, 213 E Queen Street, Hastings
, New Zealand",,,,,,,,,,,,
424,2193632,9429032465860,27 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2193632,2193632,,"129 Birkenhead Avenue, Birkenhead
, New Zealand","129 Birkenhead Avenue, Birkenhead
, New Zealand",,,,,,,,,,,,
