,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
278,2173011,9429032559668,16 Sep 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2173011,2173011,,"18 Tisdall Crescent, Saint Johns, Auckland, 1072
, New Zealand","18 Tisdall Crescent, Saint Johns, Auckland, 1072
, New Zealand",,,,,
279,1504167,9429035442189,22 Apr 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1504167,1504167,,"21 Banbury Street, Burnside, Christchurch, 8053
, New Zealand","21banbury Street, Burnside, Christchurch
, New Zealand",,,,,
280,198418,9429040042886,18 Sep 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198418,198418,,"14 Blackburn Street, Hamilton
, New Zealand",,,,,,
281,910510,9429037832506,17 Jun 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco910510,910510,,"166-168 Featherston Street, Wellington
, New Zealand","166-168 Featherston Street, Wellington
, New Zealand",,,,,
282,2000055,9429033102115,07 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2000055,2000055,,"42 Aviemore Drive, Highland Park, Manukau
, New Zealand","42 Aviemore Drive, Highland Park, Manukau
, New Zealand",,,,,
283,2221853,9429032337006,07 Apr 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2221853,2221853,,"5 Clinton Street, Fitzroy, New Plymouth 4312
, New Zealand","5 Clinton Street, Fitzroy, New Plymouth 4312
, New Zealand",,,,,
284,103319,9429040412238,29 Jun 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103319,103319,,"2 Burndale Terrace, Manurewa
, New Zealand",,,,,,
285,471621,9429039215345,16 May 1990,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco471621,471621,,"Berry & Walker, P O Box 11719, Wellington
, New Zealand","C/ Berry & Walker, First Floor, 93 Cuba Street, Wellington
, New Zealand",,,,,
286,1833814,9429034024614,13 Jul 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1833814,1833814,,"C/-hayes Knight Nz Ltd, 5 William Laurie Place, Albany, Auckland
, New Zealand","C/-hayes Knight Nz Ltd, 5 William Laurie Place, Albany, Auckland
, New Zealand",,,,,
287,1027086,9429037301989,07 Apr 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1027086,1027086,,"8 Midway Avenue, Castor Bay, Auckland
, New Zealand","8 Midway Avenue, Castor Bay, Auckland
, New Zealand",,,,,
288,2301011,9429032032093,12 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2301011,2301011,,"90 Devonport Road, Tauranga City Centre, Tauranga
, New Zealand","90 Devonport Road, Tauranga City Centre, Tauranga
, New Zealand",,,,,
289,526477,9429039047618,10 Oct 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco526477,526477,,"46 Cavendish Square, Strathmore, Wellington
, New Zealand","-
, New Zealand",,,,,
290,2001118,9429033101811,11 Oct 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2001118,2001118,,"Young Read Woudberg Ltd, 13 Mclean Street, Tauranga, Tauranga, 3110
, New Zealand","Young Read Woudberg Ltd, 13 Mclean Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,
291,1916147,9429033565330,02 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1916147,1916147,,"46 Waewaetutuki Road, Rd9, Maketu, Te Puke 3189
, New Zealand","46 Waewaetutuki Road, Rd9, Maketu, Te Puke 3189
, New Zealand",,,,,
292,2235490,9429032281910,27 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2235490,2235490,,"27 Roseman Ave., Mt Roskill, Auckland
, New Zealand","27 Roseman Ave., Mt Roskill, Auckland
, New Zealand",,,,,
293,7483156,9429047466593,22 May 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7483156,7483156,,"30a Erlestoke Crescent, Churton Park, Wellington, 6037
, New Zealand","30a Erlestoke Crescent, Churton Park, Wellington, 6037
, New Zealand",,,,,
294,3303468,9429031191647,10 Mar 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3303468,3303468,,"66 Oturoa Road, Rd 2, Rotorua, 3072
, New Zealand","66 Oturoa Road, Rd 2, Rotorua, 3072
, New Zealand",,,,,
295,1756346,9429034353226,18 Jan 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1756346,1756346,,"K Fong, 4 Robert Street, , Raglan, 3225, Raglan, 3225
, New Zealand","K Fong, 4 Robert Street, , Raglan, 3225, Raglan, 3225
, New Zealand",,,,,
296,9014696,9429051764531,04 Dec 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9014696,9014696,,"Yuying Zhang, 10 Glenbervie Crescent, Auckland Central, Auckland, 0614
, New Zealand","Yuying Zhang, 10 Glenbervie Crescent, Auckland Central, Auckland, 0614
, New Zealand",,,,,
297,6504512,9429046415332,19 Oct 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6504512,6504512,,"67 San Marino Drive West, Henderson, Auckland, 0612
, New Zealand","67 San Marino Drive West, Henderson, Auckland, 0612
, New Zealand",,,,,
298,3204486,9429031297356,23 Nov 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3204486,3204486,,"Flat 15k, 76 Albert Street, Auckland Central, Auckland, 1010
, New Zealand","Flat 15k, 76 Albert Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,
299,1985390,9429033131528,14 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1985390,1985390,,"Chatfield & Co, Level 10, 44 Khyber Pass Road, Grafton, Auckland, 1150
, New Zealand","Chatfield & Co, Level 10, 44 Khyber Pass Road, Grafton, Auckland, 1150
, New Zealand",,,,,
300,705344,9429038389603,20 Dec 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco705344,705344,,"C/-gibson And Associates Ltd, Level 2, 408 Khyber Pass Road, Newmarket, Auckland
, New Zealand","C/-gibson And Associates Ltd, Level 2, 408 Khyber Pass Road, Newmarket, Auckland
, New Zealand",March,,,,
301,3106745,9429031389129,13 Sep 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3106745,3106745,,"201d Katherine Mansfield Drive, Rd 1, Upper Hutt, 5371
, New Zealand","201d Katherine Mansfield Drive, Rd 1, Upper Hutt, 5371
, New Zealand",,,,,
302,1142098,9429036882083,01 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1142098,1142098,,"10 Commodore Drive, Lynfield, Auckland 1004
, New Zealand","10 Commodore Drive, Lynfield, Auckland 1004
, New Zealand",,,,,
303,80619,9429040583136,25 Nov 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco80619,80619,,"44 Raleigh Road, Northcote, Auckland 9
, New Zealand",,,,,,
304,4959860,9429041092958,12 Feb 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4959860,4959860,,"35 Christobel Circle, Huntington, Hamilton, 3210
, New Zealand","35 Christobel Circle, Huntington, Hamilton, 3210
, New Zealand",,,,,
305,7098373,9429047101210,02 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7098373,7098373,,"Christchurch Accountancy & Tax Services Limited, 480 Selwyn Street, Christchurch Central, Christchurch, 8011
, New Zealand","Christchurch Accountancy & Tax Services Limited, 480 Selwyn Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,
306,806732,9429038330810,21 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco806732,806732,,"3 Collina Terrace, Thorndon, Wellington
, New Zealand","3 Collina Terrace, Thorndon, Wellington
, New Zealand",,,,,
307,95450,9429040477008,21 Aug 1975,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco95450,95450,,"19 Victoria Street, Cambridge, 3434
, New Zealand","19 Victoria Street, Cambridge, 3434
, New Zealand",,,,,
308,2473141,9429031555524,28 Apr 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2473141,2473141,,"3a Durness Place, Red Beach, 0932
, New Zealand","3a Durness Place, Red Beach, 0932
, New Zealand",,,,,
309,1480451,9429035553847,04 Feb 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1480451,1480451,,"17 Pinewood Street, Avondale
, New Zealand","17 Pinewood Street, Avondale
, New Zealand",,,,,
310,5147761,9429041196632,07 May 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5147761,5147761,,"358 Karangahape Road, Auckland Central, Auckland, 1010
, New Zealand","358 Karangahape Road, Auckland Central, Auckland, 1010
, New Zealand",,,,,
311,1576924,9429035079279,15 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1576924,1576924,,"18 Heritage Ave., Hamilton
, New Zealand","18 Heritage Ave., Hamilton
, New Zealand",,,,,
312,150403,9429040286532,23 May 1980,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco150403,150403,,"44 Walbrook Crescent, Oamaru North, Oamaru, 9400
, New Zealand","44 Walbrook Crescent, Oamaru North, Oamaru, 9400
, New Zealand",,,,,
313,1035996,9429037258795,12 May 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1035996,1035996,,"31a Michaels Ave,, Ellerslie,, Auckland
, New Zealand","31a Michaels Ave,, Ellerslie,, Auckland
, New Zealand",,,,,
314,1707500,9429034499368,05 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1707500,1707500,,"2b School Road R D 2, Kaeo, 0471
, New Zealand","2b School Road R D 2, Kaeo, 0471
, New Zealand",,,,,
315,618342,9429038738036,30 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco618342,618342,,"4th Floor, 17b Hargreaves Street, College Hill, Ponsonby
, New Zealand",,,,,,
316,1628632,9429034795774,02 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1628632,1628632,,"78 Koraha Street, Remuera
, New Zealand","78 Koraha Street, Remuera
, New Zealand",,,,,
317,1417741,9429035730842,04 Nov 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1417741,1417741,,"8 Winhall Rise, Remuera, Auckland 1050
, New Zealand","8 Winhall Rise, Remuera, Auckland 1050
, New Zealand",,,,,
318,1697939,9429034532478,20 Sep 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1697939,1697939,,"Level 10, 52 Swanson Street, Auckland, 1010
, New Zealand","Level 10, 52 Swanson Street, Auckland, 1010
, New Zealand",,,,,
319,2215606,9429032365375,06 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2215606,2215606,,"30 Franshell Cres, Dannomora, Auckland
, New Zealand","30 Franshell Cres, Dannemora, Auckland
, New Zealand",,,,,
320,478564,9429039195654,19 Jul 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco478564,478564,,"Grant Thornton, 8th Floor, 120 Victoria Street, Wellington
, New Zealand","-
, New Zealand",,,,,
321,693091,9429038428180,01 Nov 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco693091,693091,,"Mt Grey Downs, 2 R D, Rangiora
, New Zealand","Mt Grey Downs, 2 R D, Rangiora
, New Zealand",,,,,
322,645443,9429038618444,31 Aug 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco645443,645443,,"21 Simmental Crescent, Howick, Auckland
, New Zealand","21 Simmental Crescent, Howick, Auckland
, New Zealand",,,,,
323,129967,9429031915397,06 Jul 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco129967,129967,,"C/o Foote Butterfield & Griffin, 30 Church St, Timaru
, New Zealand",,,,,,
324,954161,9429037614423,29 Apr 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco954161,954161,,"804 Ascot Apartments, Oakridge, 8 Middleton Road, Remuera, Auckland
, New Zealand","804 Ascot Apartments, Oakridge, 8 Middleton Road, Remuera, Auckland
, New Zealand",,,,,
325,8051539,9429048441537,16 Jul 2020,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8051539,8051539,,"GILES & ASSOCIATES CHARTERED ACCOUNTANTS LIMITED (TAURANGA), 97 Edgecumbe Road, Tauranga, Tauranga, 3110
, New Zealand","1242 Papamoa Beach Road, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,
326,5881792,9429042166900,09 Feb 2016,Removed,Overseas ASIC Company,Not required,,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5881792,5881792,,,,December,Australia,"AirAsia X Services Pty Ltd, Level 10, 21 Queen Street, Auckland, 1010
, New Zealand","Jean Marc LI, Level 10, 21 Queen Street, Auckland, 1010
, New Zealand",141326463
327,1672466,9429034623008,24 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1672466,1672466,,"105a Mountbatten Ave, Hillcrest
, New Zealand","105a Mountbatten Ave, Hillcrest
, New Zealand",,,,,
328,3174265,9429031339063,10 Nov 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3174265,3174265,,"3 Griffin Avenue, Epsom, Auckland, 1023
, New Zealand","3 Griffin Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,
329,859684,9429038075322,17 Jun 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco859684,859684,,"116t Micheals Avenue, Springbrook, Ellerslie, Auckland
, New Zealand","116t Micheals Avenue, Springbrook, Ellerslie, Auckland
, New Zealand",,,,,
330,1773311,9429034284032,13 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1773311,1773311,,"12 Gloria Ave, Te Atatu Peninsula, Waitakere City
, New Zealand","12 Gloria Ave, Te Atatu Peninsula, Waitakere City
, New Zealand",,,,,
331,4560440,9429030124981,25 Jul 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4560440,4560440,,"20 Taine Street, Taita, Lower Hutt, 5011
, New Zealand","20 Taine Street, Taita, Lower Hutt, 5011
, New Zealand",,,,,
332,7287516,9429047292024,26 Feb 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7287516,7287516,,"8 Inverary Avenue, Epsom, Auckland, 1023
, New Zealand","8 Inverary Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,
333,2463151,9429031567558,11 May 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2463151,2463151,,"11 Hewson Street, Ellerslie, Auckland, 1051
, New Zealand","11 Hewson Street, Ellerslie, Auckland, 1051
, New Zealand",,,,,
334,1786637,9429034243527,14 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1786637,1786637,,"22a Rutherford Terrace, Meadowbank, Auckland, 1072
, New Zealand","22a Rutherford Terrace, Meadowbank, Auckland, 1072
, New Zealand",,,,,
335,8176939,9429049217599,08 Apr 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8176939,8176939,,"NG HO TAK GARY, 198a Main Highway, Ellerslie, Auckland, 1060
, New Zealand","NG HO TAK GARY, 198a Main Highway, Ellerslie, Auckland, 1060
, New Zealand",,,,,
336,7325218,9429047326149,14 Mar 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7325218,7325218,,"Anil Jashari, 194 Kepa Road, Orakei, Auckland, 1071
, New Zealand","Anil Jashari, 194 Kepa Road, Orakei, Auckland, 1071
, New Zealand",,,,,
337,2202094,9429032425888,14 Jan 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2202094,2202094,,"Milnes Beatson Ltd, 29 Wallace Street, Motueka, 7120
, New Zealand","Milnes Beatson Ltd, 29 Wallace Street, Motueka, 7120
, New Zealand",,,,,
338,1260977,9429036216420,02 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1260977,1260977,,"34 Tamahere Drive, Glenfield, Auckland
, New Zealand","34 Tamahere Drive, Glenfield, Auckland
, New Zealand",,,,,
339,2185370,9429032503593,29 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2185370,2185370,,"6 Nagle Place, Howick, Auckland
, New Zealand","6 Nagle Place, Howick, Auckland
, New Zealand",,,,,
340,1619226,9429034842522,14 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1619226,1619226,,"Suite B, 166 Kitchener Road, Milford, Auckland
, New Zealand","Suite B, 166 Kitchener Road, Milford, Auckland
, New Zealand",,,,,
341,3255468,9429031232814,14 Feb 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3255468,3255468,,"15 Beach Road, Patea, Patea, 4520
, New Zealand","26 Wellington Street, Hawera, 4610
, New Zealand",,,,,
342,6357976,9429046269942,28 Jul 2017,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6357976,6357976,,"ROBERTSON BIXLEY LIMITED, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand","ROBERTSON BIXLEY LIMITED, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand",,,,,
343,628712,9429038691270,20 May 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco628712,628712,,"Ground Floor, Pompallier Centre, 2 Pompallier Terrace, Ponsonby, Auckland
, New Zealand","Same As Registered Office Address
, New Zealand",,,,,
344,2283818,9429032134421,17 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2283818,2283818,,"77a Balrudry Street, Avonhead, Christchurch
, New Zealand","77a Balrudry Street, Avonhead, Christchurch
, New Zealand",,,,,
345,6987780,9429046991096,28 Aug 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6987780,6987780,,"Atinderpal kaur, 3/141 Selwyn Street, Onehunga, Auckland, New Zealand, Onehunga, Auckland, 1061
, New Zealand","Atinderpal kaur, 3/141 Selwyn Street, Onehunga, Auckland, New Zealand, Onehunga, Auckland, 1061
, New Zealand",,,,,
346,1671610,9429034625767,11 Aug 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1671610,1671610,,"Lock & Partners Ltd, Level 3, 16 College Hill, Freemans Bay, Auckland, 1011
, New Zealand","Lock & Partners Ltd, Level 3, 16 College Hill, Freemans Bay, Auckland, 1011
, New Zealand",,,,,
347,1042030,9429037228606,23 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1042030,1042030,,"Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Road, Sandringham, Auckland
, New Zealand","Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Road, Sandringham, Auckland
, New Zealand",,,,,
