,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,ACN Number:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
290,181011,9429040135366,02 Dec 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco181011,181011,,"C/o Goodley & Loewenthal,, 98 Vicary Building,, Maniapoto Street,, Otorohanga.
, New Zealand","-
, New Zealand",,,,,,,,,,,,
291,147115,9429040306810,28 Apr 1966,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco147115,147115,,"Hayward McAuslan & Co Ltd, 17-19 John Street, Balclutha, 9230
, New Zealand","Hayward McAuslan & Co Ltd, 17-19 John Street, Balclutha, 9230
, New Zealand",,,,,,,,,,,,
292,1623349,9429034823477,13 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1623349,1623349,,"8 Marian Drive, Gisborne
, New Zealand","8 Marian Drive, Gisborne
, New Zealand",,,,,,,,,,,,
293,276085,9429039833983,05 Jul 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco276085,276085,,"Cnr Great North Rd &, Trading Pl, Henderson, Auckland 8
, New Zealand",,,,,,,,,,,,,
294,3187188,9429031321266,26 Nov 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3187188,3187188,,"ilumin Limited, Level 1. 79 Taranaki Street, Te Aro, Wellington, 6011
, New Zealand","ilumin Limited, Level 1. 79 Taranaki Street, Te Aro, Wellington, 6011
, New Zealand",,,,,,,,,,,,
295,169392,9429040184289,12 Oct 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco169392,169392,,"122 Salisbury Road, Richmond
, New Zealand",,,,,,,,,,,,,
296,67023,9429040660264,18 Aug 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco67023,67023,,"26 Parkland Cres, Whangarei
, New Zealand",,,,,,,,,,,,,
297,1061984,9429037156596,24 Aug 2000,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1061984,1061984,,"Armstrong Sinkinson & Associates Ltd, 40 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand","25 Humphrey Kemp Avenue, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,,,,
298,185768,9429040124698,21 Mar 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco185768,185768,,"16 Churchill Street,, Tauranga
, New Zealand",,,,,,,,,,,,,
299,53756,9429040710754,25 May 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco53756,53756,,"Michael Hill Building, 25 Rathbone Street, Whangarei
, New Zealand","Michael Hill Building, 25 Rathbone Street, Whangarei
, New Zealand",,,,,,,,,,,,
300,947368,9429037651824,22 Mar 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco947368,947368,,"5 Arron Street, Ellerslie, Auckland 1005
, New Zealand","5 Arron Street, Ellerslie, Auckland 1005
, New Zealand",,,,,,,,,,,,
301,8552175,9429051010416,08 Dec 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8552175,8552175,,"Imogen Prangnell, 2 Emmerdale Mews, Highbury, Palmerston North, 4412
, New Zealand","Imogen Prangnell, 2 Emmerdale Mews, Highbury, Palmerston North, 4412
, New Zealand",,,,,,,,,,,,
302,1011161,9429037384777,08 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1011161,1011161,,"23 Tanekaha Drive, Whangarei
, New Zealand","23 Tanekaha Drive, Whangarei
, New Zealand",,,,,,,,,,,,
303,119289,9429032014068,01 Nov 1968,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119289,119289,,"C/o Winstanley Kerridge, 22 Scott Street, Blenheim
, New Zealand","Winstanley Kerridge, 22 Scott Street, Blenheim
, New Zealand",,,,,,,,,,,,
304,2284686,9429032130515,16 Jul 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2284686,2284686,,"Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
305,809980,9429038313622,22 May 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco809980,809980,,"687 Whangaparaoa Road, Whangaparaoa
, New Zealand","687 Whangaparaoa Road, Whangaparaoa
, New Zealand",,,,,,,,,,,,
306,535614,9429039018755,27 Apr 1992,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco535614,535614,,"9 Rendall Place, Eden Terrace, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
307,1927109,9429033491912,02 Apr 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1927109,1927109,,"Hfk Limited, Chartered Accountants, Level 1, 567 Wairakei Road, Burnside, Christchurch, 8053
, New Zealand","5 Harry Ell Drive, Cashmere, Christchurch, 8022
, New Zealand",,,,,,,,,,,,
308,1306151,9429035972037,09 Jun 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1306151,1306151,,"Wood Walton Chartered Accountants Ltd, 55 Eigth Avenue, Tauranga
, New Zealand","55 Eighth Avenue, Tauranga
, New Zealand",,,,,,,,,,,,
309,141147,9429040344478,10 Jul 1945,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco141147,141147,,"75-83 Main South Road, Christchurch
, New Zealand",,,,,,,,,,,,,
310,1121985,9429036978069,15 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1121985,1121985,,"268 Broadway Avenue, Palmerston North
, New Zealand","268 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
311,86145,9429040549873,23 Jan 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco86145,86145,,"'parnell House', 470, Parnell Road, Parnell, Auckland
, New Zealand","'parnell House', 470, Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
312,1912658,9429033582856,22 Feb 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1912658,1912658,,"Findex NZ Limited, Level 1, Findex House, 57 Willis Street, Wellington, 6011
, New Zealand","Findex NZ Limited, Level 1, Findex House, 57 Willis Street, Wellington, 6011
, New Zealand",,,,,,,,,,,,
313,694616,9429038422973,28 Sep 1995,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco694616,694616,,"A & T Henderson, 59 Goldflats Lane, Coatsville, Rd3 Albany, 0793
, New Zealand","A & T Henderson, 59 Goldflats Lane, Coatsville, Rd3 Albany, 0793
, New Zealand",,,,,,,,,,,,
314,925589,9429037763435,22 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco925589,925589,,"58 Joseph Banks Drive, Whitby, Porirua
, New Zealand","58 Joseph Banks Drive, Whitby, Porirua
, New Zealand",,,,,,,,,,,,
315,5978607,9429042324188,29 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5978607,5978607,,"2a Galileo Street, Ngaruawahia, Ngaruawahia, 3720
, New Zealand","2a Galileo Street, Ngaruawahia, Ngaruawahia, 3720
, New Zealand",,,,,,,,,,,,
316,1061401,9429037158163,31 Aug 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1061401,1061401,,"25a Riverview Terrace, Fairfield, Hamilton, 3214
, New Zealand","25a Riverview Terrace, Fairfield, Hamilton, 3214
, New Zealand",,,,,,,,,,,,
317,6266627,9429046071590,11 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6266627,6266627,,"ERSKINE-SHAW ACCOUNTANTS LIMITED, 1197 Tutanekai Street, Rotorua, 3010
, New Zealand","ERSKINE-SHAW ACCOUNTANTS LIMITED, 1197 Tutanekai Street, Rotorua, 3010
, New Zealand",,,,,,,,,,,,
318,239539,9429039954206,16 Apr 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco239539,239539,,"C/o Odlin & Mcgrath, 49 Queens Drive, Lower Hutt
, New Zealand","-
, New Zealand",,,,,,,,,,,,
319,3477712,9429031013765,19 Jul 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3477712,3477712,,"18 Laurel Grove, Maungaraki, Lower Hutt, 5010
, New Zealand","ACCOUNTANTS PLUS LIMITED, 18 Laurel Grove, Maungaraki, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
320,1477363,9429035570943,13 Feb 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1477363,1477363,,"29 Jefferson Crescent, Milson, Palmerston North, 4414
, New Zealand","29 Jefferson Crescent, Milson, Palmerston North, 4414
, New Zealand",,,,,,,,,,,,
321,206287,9429040000121,26 Aug 1983,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco206287,206287,,"DRK Chartered Accountants Ltd, 83b Ingram Road, Rd 3, Drury, 2579
, New Zealand","67-69 Queen Street, Waiuku, Waiuku, 2123
, New Zealand",,,,,,,,,,,,
322,1214207,9429036474233,26 Jul 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1214207,1214207,,"I Islington Avenue, New Lynn, Auckland
, New Zealand","I C Tours, 1 Islington Ave, New Lynn, Auckland , Nz 1007
, New Zealand",,,,,,,,,,,,
323,101114,9429040431901,01 Jul 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101114,101114,,"8 Winchester Terrace, Tauranga
, New Zealand",,,,,,,,,,,,,
324,1736746,9429034410103,05 Dec 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1736746,1736746,,"19 Old Red Barn Road, Halswell, Christchurch, 8025
, New Zealand","19 Old Red Barn Road, Halswell, Christchurch, 8025
, New Zealand",,,,,,,,,,,,
325,1265554,9429036188772,19 Dec 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1265554,1265554,,"18 Mountain Road, Mount Wellington, Auckland, 1072
, New Zealand","18 Mountain Road, Mount Wellington, Auckland, 1072
, New Zealand",,,,,,,,,,,,
326,1047018,9429037204037,17 Jul 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047018,1047018,,"The Hub, Level 1, 525 Cameron Road, Tauranga, 3144
, New Zealand","The Hub, Level 1, 525 Cameron Road, Tauranga, 3144
, New Zealand",,,,,,,,,,,,
327,1263705,9429036199747,12 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1263705,1263705,,"Level 9 Custom House, 50 Anzac Avenue, Auckland
, New Zealand","Level 9 Custom House, 50 Anzac Avenue, Auckland
, New Zealand",,,,,,,,,,,,
328,1503177,9429035448372,04 May 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1503177,1503177,,"Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
329,4917959,9429041069530,24 Jan 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4917959,4917959,,"J N EADE CONSULTING LTD, 71 Pine Avenue, Ebdentown, Upper Hutt, 5018
, New Zealand","J N EADE CONSULTING LTD, 71 Pine Avenue, Ebdentown, Upper Hutt, 5018
, New Zealand",,,,,,,,,,,,
330,421177,9429039366788,18 Jan 1989,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco421177,421177,,"Official Assignee, 6th Floor,justice Departmental Bldg, 3 Kingston St, Auckland 1
, New Zealand","-
, New Zealand",,,,,,,,,,,,
331,304744,9429039736505,12 May 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco304744,304744,,"79 Kilmore Street, Christchurch
, New Zealand","79 Kilmore Street, Christchurch
, New Zealand",,,,,,,,,,,,
332,3243477,9429031249126,18 Jan 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3243477,3243477,,"28b Tanera Cres, Brooklyn, Wellington, 6021
, New Zealand","28b Tanera Cres, Brooklyn, Wellington, 6021
, New Zealand",,,,,,,,,,,,
333,1115048,9429037012281,13 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1115048,1115048,,"Oldershaw & Co Ltd, Marewa House, Marewa Village, Napier
, New Zealand","Oldershaw & Co Ltd, Marewa House, Marewa Village, Napier
, New Zealand",,,,,,,,,,,,
334,1050644,9429037191658,25 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1050644,1050644,,"C/- Goldsmith Fox P K F, 236 Armagh Street, Christchurch
, New Zealand","C/- Goldsmith Fox P K F, 236 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
335,820594,9429038265488,22 Aug 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco820594,820594,,"Chatfield & Co, Level 7, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Chatfield & Co, Level 7, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
336,5229801,9429041241240,20 May 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5229801,5229801,,"34 Seaward Place, Wattle Downs, Auckland, 2103
, New Zealand","34 Seaward Place, Wattle Downs, Auckland, 2103
, New Zealand",,,,,,,,,,,,
337,1579285,9429035069140,22 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1579285,1579285,,"Bishop Toomey & Pfeifer, Level 3, Clock Tower Building, 375 Main South Road, Hornby, 8042
, New Zealand","Level 3, Clock Tower Building, 375 Main South Road, Hornby, 8042
, New Zealand",,,,,,,,,,,,
338,3838576,9429030658370,24 May 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3838576,3838576,,"15 Lytton Street, Glenholme, Rotorua, 3010
, New Zealand","15 Lytton Street, Glenholme, Rotorua, 3010
, New Zealand",,,,,,,,,,,,
339,127810,9429031937924,18 May 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco127810,127810,,"W E Clothier, 67 Cannon Hill Cres, Christchurch 8
, New Zealand",,,,,,,,,,,,,
340,7668777,9429047625747,14 Aug 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7668777,7668777,,"M Johnson, 23 Normanby Road, Rd 1, Timaru, 7971
, New Zealand","M Johnson, 23 Normanby Road, Rd 1, Timaru, 7971
, New Zealand",,,,,,,,,,,,
341,1126207,9429036954940,27 Mar 2001,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1126207,1126207,,"Capon Madden Limited, 73 Burnett Street, Ashburton
, New Zealand","Capon Madden Limited, 73 Burnett Street, Ashburton
, New Zealand",,,,,,,,,,,,
342,2038435,9429033058696,31 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2038435,2038435,,"1197 Riverhead Highway, Riverhead, R D 2, North Shore City
, New Zealand","1197 Riverhead Highway, Riverhead, R D 2, North Shore City
, New Zealand",,,,,,,,,,,,
343,2446211,9429031595797,08 Apr 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2446211,2446211,,"21 Hassall Street, Timaru 7910
, New Zealand","21 Hassall Street, Timaru
, New Zealand",,,,,,,,,,,,
344,36652,9429040788036,20 Jun 1980,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco36652,36652,,"123 Nevay Rd, Miramar, Wellington
, New Zealand","123 Nevay Rd, Miramar, Wellington
, New Zealand",,,,,,,,,,,,
345,167134,9429040195513,28 Nov 1957,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco167134,167134,,"58a Grove Road, Addington, Christchurch, 8011
, New Zealand","58a Grove Road, Addington, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
346,1096300,9429037094751,24 Oct 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1096300,1096300,,"81 Park Avenue, Waikanae
, New Zealand","81 Park Avenue, Waikanae
, New Zealand",,,,,,,,,,,,
347,1778327,9429034266519,14 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1778327,1778327,,"208 Watersons Line, Rd 1, Carterton
, New Zealand","208 Watersons Line, Rd 1, Carterton
, New Zealand",,,,,,,,,,,,
348,979101,9429037483814,21 Sep 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco979101,979101,,"147 Beach Haven Road, Beach Haven, Auckland, 0626
, New Zealand","147 Beach Haven Road, Beach Haven, Auckland, 0626
, New Zealand",,,,,,,,,,,,
349,1875663,9429033808550,30 Oct 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1875663,1875663,,"Colin J Bright Accountant, 53 Nikau Street, New Lynn, Auckland, 0600
, New Zealand","Colin J Bright Accountant, 53 Nikau Street, New Lynn, Auckland, 0600
, New Zealand",,,,,,,,,,,,
350,2211269,9429032384994,17 Feb 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2211269,2211269,,"40 Mt Eden Rd, Mt Eden, Auckland
, New Zealand","40 Mt Eden Rd, Mt Eden, Auckland
, New Zealand",,,,,,,,,,,,
351,1916365,9429033561677,02 Mar 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1916365,1916365,,"548 North Makarewa Grove Bush Rd, Rd 6, Invercargill 9876
, New Zealand","548 North Makarewa Grove Bush Rd, Rd 6, Invercargill 9876
, New Zealand",,,,,,,,,,,,
352,558882,9429038943836,03 Dec 1992,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco558882,558882,,"Keith Yardley & Associates Limited, 237 Wairakei Road, Bryndwr, Christchurch, 8053
, New Zealand","Keith Yardley & Associates Limited, 237 Wairakei Road, Bryndwr, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
353,3914679,9429030592209,10 Jul 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3914679,3914679,,"2 Veneto Avenue, Albany Heights, Auckland, 0632
, New Zealand","2 Veneto Avenue, Albany Heights, Auckland, 0632
, New Zealand",,,,,,,,,,,,
354,60084,9429040688664,01 Aug 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco60084,60084,,"5th Fl, Achilles Hse, 47 Customs St, Auckland
, New Zealand",,,,,,,,,,,,,
355,2292047,9429032083170,03 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2292047,2292047,,"The Blackburne Group Ltd, 100 Horomatangi Street, Taupo 3330
, New Zealand","The Blackburne Group Ltd, 100 Horomatangi Street, Taupo 3330
, New Zealand",,,,,,,,,,,,
356,196156,9429040061313,17 May 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196156,196156,,"C/o Mr I Ward, Main Rd, Gordonton, R D 1 Taupiri
, New Zealand",,,,,,,,,,,,,
357,65941,9429040665627,19 Feb 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco65941,65941,,"72b Pupuke Rd, Glenfield, Auckland 10
, New Zealand",,,,,,,,,,,,,
358,594418,9429038828010,21 Jun 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco594418,594418,,"77 Summerland Drive, Henderson, Auckland
, New Zealand","77 Summerland Drive, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
359,65757,9429040664613,18 Dec 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco65757,65757,,"1230 Dominion Rd, Auckland 4
, New Zealand",,,,,,,,,,,,,
360,6125990,9429043359035,04 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6125990,6125990,,"Unit 514, 152 Hobson Street, Auckland Central, Auckland, 1010
, New Zealand","Unit 514, 152 Hobson Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
361,1217646,9429036456918,13 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1217646,1217646,,"Ashton Wheelans & Hegan Limited, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand","Ashton Wheelans & Hegan Limited, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
