,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
362,514735,9429039085894,03 Jul 1991,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco514735,514735,,"46 Hill Street, Onehunga, Auckland
, New Zealand",,,,,,
363,1485569,9429035524359,19 Feb 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1485569,1485569,,"15 Pencarrow Avenue, Mount Eden, Auckland, 1024
, New Zealand","15 Pencarrow Avenue, Mount Eden, Auckland, 1024
, New Zealand",Showing 2 of 3 directors,,,,
364,7801256,9429047770669,04 Nov 2019,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco7801256,7801256,,"ACCOUNTABILITY NET LIMITED, Unit F, Block 2, 44 - 46 Constellation Drive, Rosedale, North Shore City, 0632
, New Zealand","ACCOUNTABILITY NET LIMITED, Unit F, Block 2, 44 - 46 Constellation Drive, Rosedale, North Shore City, 0632
, New Zealand",Showing 2 of 3 directors,,,,
365,3514099,9429030983724,15 Aug 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3514099,3514099,,"98 Mcrobbie Road, Rd 1, Papakura, 2580
, New Zealand","98 Mcrobbie Road, Rd 1, Papakura, 2580
, New Zealand",Showing 2 of 2 directors,,,,
366,126429,9429031952545,14 Dec 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126429,126429,,"B D O Hogg Young Cathie, Clarendon, Tower, Cnr Worcester Str & Oxford, Tce, Christchurch
, New Zealand",,Showing 1 of 1 directors,,,,
367,130222,9429031914048,17 Nov 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco130222,130222,,"6a Durham Street, Rangiora
, New Zealand",,,,,,
368,148708,9429040297286,27 Feb 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco148708,148708,,"43 Sutcliffe St, Dunedin
, New Zealand",,Showing 2 of 2 directors,,,,
369,638090,9429038652059,02 Feb 1994,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco638090,638090,,"Malloch Mcclean, 3 Fairfield Street, Gore
, New Zealand","Malloch Mcclean, 3 Fairfield Street, Gore
, New Zealand",Showing 1 of 1 directors,,,,
370,4939399,9429041081693,04 Feb 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4939399,4939399,,"10 Collins Street, Morningside, Auckland, 1025
, New Zealand","10 Collins Street, Morningside, Auckland, 1025
, New Zealand",Showing 2 of 2 directors,,,,
371,76748,9429040608983,03 Jun 1969,Removed,NZ Limited Company,No,TRUSTMAN SERVICES LIMITED,httpsapp.companiesoffice.govt.nzco76748,76748,,"10 Albert Street, Pukekohe, Pukekohe, 2120
, New Zealand","10 Albert Street, Pukekohe, Pukekohe, 2120
, New Zealand",Showing 1 of 1 directors,,,,
372,2223939,9429032330441,22 Apr 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2223939,2223939,,"10 Amdale Avenue, Russley, Christchurch
, New Zealand","10 Amdale Avenue, Russley, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
373,119231,9429032013351,06 Dec 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco119231,119231,,"830 Alabama Road, Rd 4, Blenheim
, New Zealand","271 Alabama Road, R D 4, Blenheim
, New Zealand",Showing 2 of 2 directors,,,,
374,109613,9429032154979,10 Oct 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco109613,109613,,"Office Of Official Assignee, 2nd Floor Lorne Twrs, Lorne St, Auckland 1
, New Zealand",,,,,,
375,4082538,9429030461291,29 Oct 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4082538,4082538,,"Suite 8, 2 Pompallier Terrace, Ponsonby, Auckland, 1011
, New Zealand","Suite 8, 2 Pompallier Terrace, Ponsonby, Auckland, 1011
, New Zealand",Showing 1 of 1 directors,,,,
376,188613,9429040110165,23 May 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco188613,188613,,"C/o Official Assignee, 16-20 Clarence St, Hamilton
, New Zealand",,,,,,
377,166750,9429040194929,20 Jul 1949,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco166750,166750,,"Milnes & Lockhart, 29 Wallace St, Motueka
, New Zealand",,,,,,
378,199270,9429040036861,02 Sep 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco199270,199270,,"Office Of The Official Assignee, 16-20 Clarence Street, Hamilton
, New Zealand",,,,,,
379,1629460,9429034790144,29 Apr 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1629460,1629460,,"9 The Mews, Point View, Howick, Auckland
, New Zealand","9 The Mews, Point View, Howick, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
380,2380515,9429031719384,22 Dec 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2380515,2380515,,"Level 16, 157 Lambton Quay, Wellington, Wellington, 6011
, New Zealand","Level 16, 157 Lambton Quay, Wellington, Wellington, 6011
, New Zealand",Showing 2 of 2 directors,,,,
381,28499,9429040853840,18 Oct 1973,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco28499,28499,,"Parsons Roddick & Co., 5th Floor, Cbd Towers, Main Street, Upper Hutt
, New Zealand","Parsons Roddick & Co., 5th Floor, Cbd Towers, Main Street, Upper Hutt
, New Zealand",Showing 2 of 2 directors,,,,
382,1265281,9429036191109,20 Dec 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1265281,1265281,,"8c/42 Cable Street, Te Aro, Wellington 6011
, New Zealand","8c/42 Cable Street, Te Aro, Wellington 6011
, New Zealand",Showing 1 of 1 directors,,,,
383,981066,9429037473471,05 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco981066,981066,,"C/-judith Ray, 6 Findlay Street, Ellerslie, Auckland
, New Zealand","C/- Judith Ray C.a., 6 Findlay Street, Ellerslie, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
384,2215324,9429032368819,03 Mar 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2215324,2215324,,"TJD SU & CO LIMITED, 146 Chelsea View Drive, Chatswood, North Shore City, 0626
, New Zealand","TJD SU & CO LIMITED, 146 Chelsea View Drive, Chatswood, North Shore City, 0626
, New Zealand",Showing 1 of 1 directors,,,,
385,1285258,9429036071524,20 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1285258,1285258,,"C/-pryme Accounting Limited, 10 Commodore Drive, Lynfield, Auckland 1042
, New Zealand","C/-pryme Accounting Limited, 10 Commodore Drive, Lynfield, Auckland 1042
, New Zealand",Showing 2 of 2 directors,,,,
386,50208,9429040723693,12 Mar 1953,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco50208,50208,,"C/o Jolly Duncan & Wells, 127 Main Highway, Ellerslie, Auckland
, New Zealand",,Showing 2 of 2 directors,,,,
387,1840371,9429033997872,07 Jul 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1840371,1840371,,"717 Rameka Creek Road, Rd 1, Takaka, 7183
, New Zealand","717 Rameka Creek Road, Rd 1, Takaka, 7183
, New Zealand",Showing 1 of 1 directors,,,,
388,12101,9429040932842,16 Jul 1959,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco12101,12101,,"Berghans Rd, Coopers Beach, R D 3, Kaitaia
, New Zealand",,,,,,
389,6607434,9429046513557,13 Dec 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6607434,6607434,,"Mahoney Horner Lawyers, Level 9, 3-11 Hunter Street, Wellington, 6011
, New Zealand","Mahoney Horner Lawyers, Level 9, 3-11 Hunter Street, Wellington, 6011
, New Zealand",Showing 1 of 1 directors,,,,
390,1774776,9429034280140,27 Feb 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1774776,1774776,,"68 Cryers Road, East Tamaki, Auckland
, New Zealand","68 Cryers Road, East Tamaki, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
391,2277227,9429032172157,03 Jul 2009,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2277227,2277227,,"526 Blackbridge Road, Dairy Flat, Auckland, 0793
, New Zealand","526 Blackbridge Road, Dairy Flat, Auckland, 0793
, New Zealand",Showing 2 of 2 directors,,,,
392,7360037,9429047359895,27 Mar 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7360037,7360037,,"Rongjian Feng, 18 Langford Street, Naenae, Lower Hutt, 5011
, New Zealand","Rongjian Feng, 18 Langford Street, Naenae, Lower Hutt, 5011
, New Zealand",Showing 1 of 1 directors,,,,
393,1575665,9429035086291,11 Nov 2004,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1575665,1575665,,"Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand","Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand",Showing 2 of 4 directors,,,,
394,885050,9429037954987,17 Nov 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco885050,885050,,"21 Riverstone Rd, Te Atatu Peninsula, Auckland
, New Zealand","21 Riverstone Rd, Te Atatu Peninsula, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
395,102652,9429040416830,23 Mar 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco102652,102652,,"4085 Great North Rd, Glen Eden, Auckland 7
, New Zealand","4085 Great North Rd, Glen Eden, Auckland 7
, New Zealand",Showing 1 of 1 directors,,,,
396,5187,9429040963341,28 Apr 1947,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco5187,5187,,"Main Rd, Upper Hutt
, New Zealand",,Showing 2 of 2 directors,,,,
397,51985,9429040718828,01 Dec 1954,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco51985,51985,,"17 Hall St, Pukekohe
, New Zealand","17 Hall St, Pukekohe
, New Zealand",Showing 2 of 2 directors,,,,
398,72587,9429040631202,27 Jan 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco72587,72587,,"C/o Mr G G Ferguson, 31 Maioro St, Avondale, Auckland
, New Zealand","C/o Mr G G Ferguson, 31 Maioro St, Avondale, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
399,1590586,9429035013983,22 Dec 2004,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1590586,1590586,,"G 2 G NZ Company Limited, 20 Sedgwick Way, Westmorland, Christchurch, 8025
, New Zealand","G 2 G NZ Company Limited, 20 Sedgwick Way, Westmorland, Christchurch, 8025
, New Zealand",Showing 2 of 2 directors,,,,
400,27870,9429040856193,21 Jun 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco27870,27870,,"164 Broadway Ave, Palmerston North, Box 1339
, New Zealand",,,,,,
401,1239726,9429036329649,20 Sep 2002,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1239726,1239726,,"9 Belmont Lane, Musselburgh, Dunedin, 9013
, New Zealand","9 Belmont Lane, Musselburgh, Dunedin, 9013
, New Zealand",Showing 1 of 1 directors,,,,
402,116547,9429032054637,17 Feb 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco116547,116547,,"6 Downsview Rd, Auckland
, New Zealand",,,,,,
403,1148403,9429036846962,16 Jul 2001,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1148403,1148403,,"Rear Suite Level One, 29 Kings Crescent, Lower Hutt
, New Zealand","Rear Suite Level One, 29 Kings Crescent, Lower Hutt
, New Zealand",Showing 2 of 3 directors,,,,
404,1543947,9429035239659,31 Aug 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1543947,1543947,,"Level 4, 143 Nelson Street, Auckland, 1010
, New Zealand","Level 4, 143 Nelson Street, Auckland, 1010
, New Zealand",Showing 2 of 2 directors,,,,
405,2245650,9429032239263,15 May 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2245650,2245650,,"F & W Property Ltd, 22a Gordonton Road, Rd 1, Hamilton, 3281
, New Zealand","F & W Property Ltd, 22a Gordonton Road, Rd 1, Hamilton, 3281
, New Zealand",Showing 2 of 2 directors,,,,
406,859236,9429038079344,22 May 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco859236,859236,,"9 Howlett Street, Waterview, Auckland
, New Zealand","9 Howlett Street, Waterview, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
407,45356,9429040740331,19 Dec 1945,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco45356,45356,,"2nd Floor Beehive House, 18 Broadway, Newmarket, Auckland 1
, New Zealand",,,,,,
408,1801812,9429034175354,18 Apr 2006,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1801812,1801812,,"C/-collins & Associates Limited, 1 Coles Crescent, Papakura, Auckland
, New Zealand","C/-collins & Associates Limited, 1 Coles Crescent, Papakura, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
409,1332864,9429035929512,16 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1332864,1332864,,"C/-temperton & Associates Ltd, Level 1, Kapiti Business Centre, 17-19 Seaview Road, Paraparaumu Beach
, New Zealand","C/-temperton & Associates Ltd, Level 1, Kapiti Business Centre, 17-19 Seaview Road, Paraparaumu Beach
, New Zealand",Showing 1 of 1 directors,,,,
410,5916769,9429042241638,15 Mar 2016,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5916769,5916769,,"88 Racecourse Road, Rd 2, Gore, 9772
, New Zealand","88 Racecourse Road, Rd 2, Gore, 9772
, New Zealand",Showing 2 of 2 directors,,,,
411,1813258,9429034126189,08 May 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1813258,1813258,,"7 Nelson Street, Otahuhu, Auckland
, New Zealand","7 Nelson Street, Otahuhu, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
412,52728,9429040715636,24 Feb 1948,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco52728,52728,,"8 Commerce St, Auckland 1
, New Zealand",,Showing 2 of 2 directors,,,,
413,2224752,9429032324068,30 Apr 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2224752,2224752,,"35 Oakland Street, Casebrook, Christchurch
, New Zealand","35 Oakland Street, Casebrook, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
414,41905,9429040750088,30 Apr 1926,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco41905,41905,,"Level 10, Ceramco House, 57 Fort Street, Auckland
, New Zealand",,Showing 2 of 2 directors,,,,
415,7475736,9429047469204,23 May 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7475736,7475736,,"303a Rosebank Road, Avondale, Auckland, 1026
, New Zealand","303a Rosebank Road, Avondale, Auckland, 1026
, New Zealand",Showing 1 of 1 directors,,,,
416,136740,9429031840002,07 Aug 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco136740,136740,,"118 Victoria St, Christchurch
, New Zealand",,,,,,
417,1500481,9429035463115,01 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1500481,1500481,,"16 Main Street, Gore
, New Zealand","16 Main Street, Gore
, New Zealand",Showing 2 of 2 directors,,,,
418,188606,9429040109701,18 May 1967,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco188606,188606,,"Staples Rodway, 5th Floor Wel Energy Building, Cnr Victoria And London Sts, Hamilton
, New Zealand","Staples Rodway, Cnr Victoria & London Streets, Wel Energy Building 5th Floor, Hamilton
, New Zealand",Showing 2 of 2 directors,,,,
419,2472188,9429031555944,29 Apr 2010,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2472188,2472188,,"363 Mt Pleasant Road, Mount Pleasant, Christchurch, 8081
, New Zealand","363 Mt Pleasant Road, Mount Pleasant, Christchurch, 8081
, New Zealand",Showing 2 of 2 directors,,,,
420,1502497,9429035452546,19 Apr 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1502497,1502497,,"12 Staincross St, Green Bay, Ak
, New Zealand","12 Staincross St, Green Bay, Ak
, New Zealand",Showing 1 of 1 directors,,,,
421,1909309,9429033605463,16 Feb 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1909309,1909309,,"101 Hillpark Rd, Manurewa
, New Zealand","83 Everglade Dr, Manukau
, New Zealand",Showing 1 of 1 directors,,,,
422,4617739,9429030083677,29 Aug 2013,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco4617739,4617739,,"Crowe Horwath Nelson, 72 Trafalgar Street, Nelson, Nelson, 7010
, New Zealand","72 Trafalgar Street, Nelson, Nelson, 7010
, New Zealand",Showing 1 of 1 directors,,,,
423,1605408,9429034923801,23 Feb 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1605408,1605408,,"9a Orbit Place, Flat Bush, Auckland, 2023
, New Zealand","9a Orbit Place, Flat Bush, Auckland, 2023
, New Zealand",Showing 1 of 1 directors,,,,
424,77228,9429040605845,08 Aug 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco77228,77228,,"6 Redan Road, Kaitaia
, New Zealand",,,,,,
425,6714836,9429046622648,06 Mar 2018,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco6714836,6714836,,"BLACKMORE VIRTUE & OWENS, 18 Broadway, Newmarket, Auckland, 1023
, New Zealand","BLACKMORE VIRTUE & OWENS, 18 Broadway, Newmarket, Auckland, 1023
, New Zealand",Showing 2 of 4 directors,,,,
426,9475,9429040946641,27 Sep 1955,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco9475,9475,,"C/o King & George, Vogel Street, Naenae
, New Zealand",,,,,,
427,8765726,9429051369149,30 May 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8765726,8765726,,"Hope Ainuu - F & T Tree Limited, 118b Wyllie Road, Papatoetoe, Auckland, 2025
, New Zealand","Hope Ainuu - F & T Tree Limited, 118b Wyllie Road, Papatoetoe, Auckland, 2025
, New Zealand",Showing 1 of 1 directors,,,,
428,152190,9429040280349,18 Feb 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco152190,152190,,"21 Gaddums Hill Road, Gisborne
, New Zealand","21 Gaddums Hill Road, Gisborne
, New Zealand",Showing 1 of 1 directors,,,,
429,1628427,9429034796818,28 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1628427,1628427,,"75a Redhill Road, Papakura, Auckland
, New Zealand","75a Redhill Road, Papakura, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
430,36258,9429040794525,26 Feb 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36258,36258,,"19 Beaumont Avenue, Lower Hutt
, New Zealand","Top Floor, Cornwall House, 23 Raroa Road, Lower Hutt
, New Zealand",Showing 2 of 2 directors,,,,
431,1116917,9429037002572,02 Mar 2001,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1116917,1116917,,"L3, 57-59 Courtenay Place, Wellington
, New Zealand","Level 3, 57-59 Courtenay Place, Wellington
, New Zealand",Showing 1 of 1 directors,,,,
432,64431,9429040672724,29 Mar 1963,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco64431,64431,,"First Floor, 3 Broadway, Newmarket, Auckland
, New Zealand",,,,,,
433,5827399,9429042015543,28 Oct 2015,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5827399,5827399,,"Floor 3, 32 Mahuhu Crescent, Auckland Central, Auckland, 1010
, New Zealand","Floor 3, 32 Mahuhu Crescent, Auckland Central, Auckland, 1010
, New Zealand",Showing 2 of 5 directors,March,,,
