,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
363,3995818,9429030523340,06 Sep 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3995818,3995818,,"3b Holmes Rd, Manurewa, Auckland, 2102
, New Zealand","3b Holmes Rd, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
364,154448,9429040268934,30 Sep 1935,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco154448,154448,,"1 Cruickshank Crescent, Invercargill
, New Zealand","1 Cruickshank Crescent, Invercargill
, New Zealand",,,,,,,,,,,,
365,498661,9429039134851,31 Jan 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco498661,498661,,"First Floor, 85 Riccarton Road, Christchurch
, New Zealand",,,,,,,,,,,,,
366,2064166,9429033012568,28 Nov 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2064166,2064166,,"50a Kildare Avenue, Glendowie, Auckland, 1071
, New Zealand","50a Kildare Avenue, Glendowie, Auckland, 1071
, New Zealand",,,,,,,,,,,,
367,1215950,9429036464692,21 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1215950,1215950,,"105 Pavilion Drive, Airport Oaks, Mangere, Auckland, 2022
, New Zealand","105 Pavilion Drive, Airport Oaks, Mangere, Auckland, 2022
, New Zealand",,,,,,,,December,,,,
368,1398463,9429035766575,19 Sep 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1398463,1398463,,"Noel Hill-Rennie, 1633 Ngahape Road, Rd 2, Flemington, 4282
, New Zealand","Noel Hill-Rennie, 598a Poripori Rd, Rd 1, Tauranga, 3171
, New Zealand",,,,,,,,,,,,
369,1014481,9429037370039,10 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1014481,1014481,,"138 Glandovey Road, Christchurch
, New Zealand","138 Glandovey Road, Christchurch
, New Zealand",,,,,,,,,,,,
370,1973894,9429033198743,06 Aug 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1973894,1973894,,"3 Bantry Court, Dannemora, Auckland, 2016
, New Zealand","3 Bantry Court, Dannemora, Auckland, 2016
, New Zealand",,,,,,,,,,,,
371,8139936,9429048857239,09 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8139936,8139936,,"Siosaia Tua Vi, 32 Wolseley Road, Tahawai, 3170
, New Zealand","Siosaia Tua Vi, 32 Wolseley Road, Tahawai, 3170
, New Zealand",,,,,,,,,,,,
372,1732414,9429034419236,25 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1732414,1732414,,"Uhy Haines Norton (auckland) Limited, 22 Catherine Street, Henderson, Auckland 0650
, New Zealand","Uhy Haines Norton (auckland) Limited, 22 Catherine Street, Henderson, Auckland 0650
, New Zealand",,,,,,,,,,,,
373,119041,9429032017236,22 Dec 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco119041,119041,,"55a Colemans Road, Blenheim
, New Zealand",,,,,,,,,,,,,
374,131107,9429031904315,02 Apr 1969,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco131107,131107,,"86 Edmunds Road, Rd 2, Kaiapoi, 7692
, New Zealand","86 Edmunds Road, Rd 2, Kaiapoi, 7692
, New Zealand",,,,,,,,,,,,
375,5891062,9429042193111,22 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5891062,5891062,,"6 Remuremu Street, Long Bay, Auckland, 0630
, New Zealand","6 Remuremu Street, Long Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
376,2232625,9429032290585,06 May 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2232625,2232625,,"192 Jervois Road, Herne Bay
, New Zealand","192 Jervois Road, Herne Bay
, New Zealand",,,,,,,,,,,,
377,6355813,9429046266293,27 Jul 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6355813,6355813,,"12 Micawber Place, Mellons Bay, Auckland, 2014
, New Zealand","12 Micawber Place, Mellons Bay, Auckland, 2014
, New Zealand",,,,,,,,,,,,
378,1944712,9429033382845,29 May 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1944712,1944712,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
379,124789,9429031969505,10 May 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124789,124789,,"10 Takahe Drive, Christchurch
, New Zealand",,,,,,,,,,,,,
380,90675,9429040516295,02 Apr 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco90675,90675,,"1/57 Atkin Ave, Mission Bay
, New Zealand",,,,,,,,,,,,,
381,3351291,9429031142786,14 Apr 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3351291,3351291,,"25 Motiti Street, Warkworth, Warkworth, 0910
, New Zealand","25 Motiti Street, Warkworth, Warkworth, 0910
, New Zealand",,,,,,,,,,,,
382,957461,9429037596897,27 Apr 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco957461,957461,,"580 Sandringham Road, Sandringham, Auckland
, New Zealand","580 Sandringham Road, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,
383,59618,9429040689982,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco59618,59618,,"1230 Dominion Rd, Mt Roskill, Auckland 4
, New Zealand",,,,,,,,,,,,,
384,1809021,9429034149973,27 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1809021,1809021,,"9 Millington Place, Botany
, New Zealand","9 Millinton Place, Botany
, New Zealand",,,,,,,,,,,,
385,9021603,9429051776701,11 Dec 2023,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco9021603,9021603,,"YRW LIMITED, 13 Mclean Street, Tauranga, Tauranga, 3110
, New Zealand","YRW LIMITED, 13 Mclean Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
386,41271,9429040751535,15 Jan 1917,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco41271,41271,,"Whk Gosling Chapman, A Division Of Whk, (nz) Ltd, Level 6, Whk Gosling, Chapman Tower, 51-53 Shortland Str, Auck
, New Zealand","Whk Gosling Chapman, A Division Of Whk, (nz) Ltd, Level 6, Whk Gosling, Chapman Tower, 51-53 Shortland Str, Auck
, New Zealand",,,,,,,,,,,,
387,8096096,9429048564434,20 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8096096,8096096,,"Helen Bevan, 1578 Ararimu Road, Rd 3, Hunua, 2583
, New Zealand","Helen Bevan, 1578 Ararimu Road, Rd 3, Hunua, 2583
, New Zealand",,,,,,,,,,,,
388,7019,9429040955971,30 Nov 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco7019,7019,,"Provident Life Bldg, 45 Ridgway St, Wanganui
, New Zealand",,,,,,,,,,,,,
389,1203327,9429036538485,17 Apr 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1203327,1203327,,"Harvie Green Wyatt, Chartered Accountants, Level 5, 229 Moray Place, Dunedin
, New Zealand","Harvie Green Wyatt, Chartered Accountants, Level 5, 229 Moray Place, Dunedin
, New Zealand",,,,,,,,,,,,
390,173060,9429040154503,29 Mar 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco173060,173060,,"C/o M H Robinson, Chartered Accountant, 30 Tasman St Box 21, Opunake
, New Zealand",,,,,,,,,,,,,
391,1620412,9429034836170,06 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1620412,1620412,,"Accounting & Taxation Centre Ltd, 13-17 Putaitai Street, Stoke, Nelson 7041
, New Zealand","Accounting & Taxation Centre Ltd, 13-17 Putaitai Street, Stoke, Nelson 7041
, New Zealand",,,,,,,,,,,,
392,1766766,9429034310243,10 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1766766,1766766,,"Bdo House, 99-105 Customhouse Quay, Wellington
, New Zealand","Bdo House, 99-105 Customhouse Quay, Wellington
, New Zealand",,,,,,,,,,,,
393,1799192,9429034191224,05 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1799192,1799192,,"Small Business Accounting, 281 Gloucester Street, Taradale, Napier
, New Zealand","Small Business Accounting, 281 Gloucester Street, Taradale, Napier
, New Zealand",,,,,,,,,,,,
394,1043691,9429037220983,13 Jul 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1043691,1043691,,"2/1 Cliff Road, St Heliers, Auckland
, New Zealand","2/1 Cliff Road, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
395,1077241,9429037129187,26 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1077241,1077241,,"Robertson Bixley & Assoc, Chartered Accountants, Cnr East & Wood Sts, Papakura
, New Zealand","Robertson Bixley & Assoc, Chartered Accountants, Cnr East & Wood Sts, Papakura
, New Zealand",,,,,,,,,,,,
396,142389,9429040330402,23 Dec 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco142389,142389,,"190 Williams Street, Kaiapoi
, New Zealand","190 Williams Street, Kaiapoi
, New Zealand",,,,,,,,,,,,
397,1152641,9429036824694,26 Jul 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1152641,1152641,,"4 Ganges Road, Khandallah, Wellington
, New Zealand","Level 7, 234 Wakefield Street, Wellington
, New Zealand",,,,,,,,,,,,
398,71408,9429040634470,21 Sep 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco71408,71408,,"359 Western Hills Drive, Whangarei
, New Zealand",,,,,,,,,,,,,
399,182139,9429040134062,30 Apr 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco182139,182139,,"Suite A, Chancellors Court, 26 Liverpool Street, Hamilton
, New Zealand",,,,,,,,,,,,,
400,2088503,9429032932683,25 Jan 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2088503,2088503,,"95 Rangitikei Street, Palmerston North
, New Zealand","95 Rangitikei Street, Palmerston North
, New Zealand",,,,,,,,,,,,
401,1623179,9429034823514,12 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1623179,1623179,,"4 Westney Road, Mangere, Auckland
, New Zealand","4 Westney Road, Mangere, Auckland
, New Zealand",,,,,,,,,,,,
402,3580012,9429030925793,06 Oct 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3580012,3580012,,"20 Clunie Avenue, Raumati South, Paraparaumu, 5032
, New Zealand","20 Clunie Avenue, Raumati South, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,
403,2187614,9429032493924,05 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2187614,2187614,,"26 Devonshire Rd., The Palms, Auckland
, New Zealand","26 Devonshire Rd., The Palms, Auckland
, New Zealand",,,,,,,,,,,,
404,69896,9429040646220,26 Jan 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco69896,69896,,"51 Cliff Rd, St Heliers Bay, Auckland 5
, New Zealand","51 Cliff Rd, St Heliers Bay, Auckland 5
, New Zealand",,,,,,,,,,,,
405,143892,9429040322780,01 Apr 1938,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco143892,143892,,"Teviot St, Dunedin
, New Zealand",,,,,,,,,,,,,
406,952469,9429037624149,22 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco952469,952469,,"Whk Cook Adam Ward Wilson, 62 Deveron Street, Invercargill
, New Zealand","Whk Cook Adam Ward Wilson, 62 Deveron Street, Invercargill
, New Zealand",,,,,,,,,,,,
407,111658,9429032127263,01 Jul 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco111658,111658,,"1b Piako St, Otara, Auckland
, New Zealand",,,,,,,,,,,,,
408,1905646,9429033631288,15 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1905646,1905646,,"Hunua Road, Papakura
, New Zealand","Hunua Road, Papakura
, New Zealand",,,,,,,,,,,,
409,163765,9429040216638,31 Jul 1972,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco163765,163765,,"Coopers & Lybrand, Chartered Accountants, Cnr Raffles & Bower Streets, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
410,1432081,9429035694014,29 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1432081,1432081,,"182 Cameron Rd, Tauranga
, New Zealand","182 Cameron Rd, Tauranga
, New Zealand",,,,,,,,,,,,
411,6046394,9429042451044,08 Jul 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6046394,6046394,,"CALEB LEE & ASSOCIATES LIMITED, 237 Wairakei Road, Bryndwr, Christchurch, 8053
, New Zealand","CALEB LEE & ASSOCIATES LIMITED, 237 Wairakei Road, Bryndwr, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
412,1593463,9429034997369,10 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1593463,1593463,,"22 Renwick St, Papakura, Auckland
, New Zealand","22 Renwick St, Papakura, Auckland
, New Zealand",,,,,,,,,,,,
413,1748967,9429034377147,14 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1748967,1748967,,"17a County Road, Torbay, Auckland
, New Zealand","17a County Road, Torbay, Auckland
, New Zealand",,,,,,,,,,,,
414,2251307,9429032222869,26 May 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2251307,2251307,,"28-34 Robert Street, Ellerslie, Auckland
, New Zealand","28-34 Robert Street, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,
415,4998720,9429041114582,27 Feb 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4998720,4998720,,"188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand","188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
416,1518193,9429035367703,24 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1518193,1518193,,"4 William St, Whangarei
, New Zealand","4 William St, Whangarei
, New Zealand",,,,,,,,,,,,
417,304426,9429039738103,22 Jul 1986,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco304426,304426,,"Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand","Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
418,166303,9429040197210,30 Mar 1983,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco166303,166303,,"Shepherd Hensman Limited, 107 Market Street South, Hastings, 4122
, New Zealand","Shepherd Hensman Limited, 107 Market Street South, Hastings, 4122
, New Zealand",,,,,,,,,,,,
419,151368,9429040284132,11 Dec 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco151368,151368,,"C/o James Harvey & Norman, Commercial Union Building, Derby Street, Gisborne
, New Zealand",,,,,,,,,,,,,
420,1187355,9429036631872,01 Feb 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1187355,1187355,,"182 Cameron Rd, Tauranga
, New Zealand","182 Cameron Rd, Tauranga
, New Zealand",,,,,,,,,,,,
421,103450,9429040409702,13 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103450,103450,,"97 Main Highway, Ellerslie, Auckland 5
, New Zealand",,,,,,,,,,,,,
422,1772416,9429034288443,17 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1772416,1772416,,"192 Gillies Ave, Epsom, Auckland
, New Zealand","192 Gillies Ave, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
423,6266187,9429046070104,10 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6266187,6266187,,"Philippa Walker, 11b Dart Place, Fernhill, Queenstown, 9300
, New Zealand","Philippa Walker, 11b Dart Place, Fernhill, Queenstown, 9300
, New Zealand",,,,,,,,,,,,
424,2105776,9429032860788,13 Mar 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2105776,2105776,,"Shepherd Hensman Limited, 107 Market Street South, Hastings, 4122
, New Zealand","Shepherd Hensman Limited, 107 Market Street South, Hastings, 4122
, New Zealand",,,,,,,,,,,,
425,119389,9429032013412,08 May 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco119389,119389,,"36 Maxwell Rd, Blenheim
, New Zealand",,,,,,,,,,,,,
426,1610897,9429034891704,22 Mar 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1610897,1610897,,"Russell Turner, Chartered Accountants, 58 Otaika Road, Whangarei, 0110
, New Zealand","Russell Turner, Chartered Accountants, 58 Otaika Road, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
427,802501,9429038350450,04 Apr 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco802501,802501,,"71b Homestead Road, Pokeno
, New Zealand","71b Homestead Road, Pokeno
, New Zealand",,,,,,,,,,,,
428,972518,9429037517229,09 Aug 1999,Removed,NZ Limited Company,Yes,MINERVA HOLDINGS LIMITED,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco972518,972518,,"Aspire2 Group Limited, Level 10, 62 Victoria Street West, Auckland, 1010
, New Zealand","Aspire2 Group Limited, Level 10, 62 Victoria Street West, Auckland, 1010
, New Zealand",,,,,,,,,,,,
429,14081,9429040926629,06 Dec 1961,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco14081,14081,,"Mcintyre & Associates Ltd, 77 Centennial Ave, Alexandra
, New Zealand","Mcintyre & Associates Ltd, 77 Centennial Ave, Alexandra
, New Zealand",,,,,,,,,,,,
430,153202,9429040274720,21 Dec 1949,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco153202,153202,,"24 Wakefield St, Westport
, New Zealand",,,,,,,,,,,,,
431,8197029,9429049416879,22 Jun 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8197029,8197029,,"7 Williams Street, Kaiapoi, Kaiapoi, 7630
, New Zealand","7 Williams Street, Kaiapoi, Kaiapoi, 7630
, New Zealand",,,,,,,,,,,,
432,1195086,9429036588312,18 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1195086,1195086,,"91 Main Road, Tawa
, New Zealand","91 Main Road, Tawa
, New Zealand",,,,,,,,,,,,
433,1734654,9429034413029,29 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1734654,1734654,,"11a Sheridan Drive, Rolleston
, New Zealand","11a Sheridan Drive, Rolleston
, New Zealand",,,,,,,,,,,,
434,7547077,9429047521544,19 Jun 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7547077,7547077,,"91 Fitzroy Street, Papatoetoe, Auckland, 2104
, New Zealand","91 Fitzroy Street, Papatoetoe, Auckland, 2104
, New Zealand",,,,,,,,,,,,
435,850425,9429038121289,24 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco850425,850425,,"75 Burgess Road, Johnsonville, Wellington
, New Zealand","75 Burgess Road, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,
