,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
358,1200595,9429036555109,28 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1200595,1200595,,"Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand","Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,
359,1598332,9429034967300,09 Feb 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1598332,1598332,,"Level 6, 5 Short Street, Newmarket, Auckland, 1023
, New Zealand","Level 6, 5 Short Street, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,
360,6412,9429040957975,27 Oct 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6412,6412,,"Markham & Partners, Willbank House 10th Floor, Willis Street, Wellington
, New Zealand",,,,,,,,,
361,1017416,9429037353223,02 Mar 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1017416,1017416,,"2 Mata Place, Rd 1, Taupo, 3377
, New Zealand","2 Mata Place, Rd 1, Taupo, 3377
, New Zealand",,,,,,,,
362,69276,9429040648101,17 Sep 1965,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco69276,69276,,"1018 New North Road, Mt Albert, Auckland
, New Zealand",,,,,,,,,
363,1668237,9429034641781,20 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1668237,1668237,,"7 Blumhardt Place, Avondale Auckland
, New Zealand","7 Blumhardt Place, Avondale Auckland
, New Zealand",,,,,,,,
364,187712,9429040114569,16 Mar 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco187712,187712,,"C/o Nairn Fisher & Co, 112 Arawa Street, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,
365,1914835,9429033572529,27 Feb 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1914835,1914835,,"HPCA Limited, 1 Ihumata Road, Milford, Auckland, 0620
, New Zealand","HPCA Limited, 1 Ihumata Road, Milford, Auckland, 0620
, New Zealand",,,,,,,,
366,1515168,9429035383857,20 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1515168,1515168,,"C/-meltzer Mason Heath, Level 16, 7 City Road, Auckland
, New Zealand","C/-meltzer Mason Heath, Level 16, 7 City Road, Auckland
, New Zealand",,,,,,,,
367,17099,9429040914923,16 Feb 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17099,17099,,"60 Hall Crescent, Lower Hutt
, New Zealand",,,,,,,,,
368,899122,9429037889975,25 Mar 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco899122,899122,,"11th Floor, Kpmg Centre, 85 Alexandra Street, Hamiton
, New Zealand","13 Hillsborough Road, Auckland
, New Zealand",,,,,,,,
369,1306502,9429035970477,21 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1306502,1306502,,"8 Chardonnay Rise, Henderson Heights, Auckland
, New Zealand","8 Chardonnay Rise, Henderson Heights, Auckland
, New Zealand",,,,,,,,
370,8221085,9429049577693,20 Aug 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8221085,8221085,,"125 Oxford Road, Rd 1, Rangiora, 7471
, New Zealand","125 Oxford Road, Rd 1, Rangiora, 7471
, New Zealand",,,,,,,,
371,530356,9429039034823,14 Nov 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco530356,530356,,"3b Leatham Avenue, New Plymouth
, New Zealand","3b Leatham Avenue, New Plymouth
, New Zealand",,,,,,,,
372,6141710,9429043392353,01 Nov 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6141710,6141710,,"37b/16 Gore Street, Auckland, 1010
, New Zealand","37b/16 Gore Street, Auckland, 1010
, New Zealand",,,,,,,,
373,2146369,9429032681024,25 Jun 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2146369,2146369,,"41 Disraeli Street, Epsom, Auckland, 1023
, New Zealand","41 Disraeli Street, Epsom, Auckland, 1023
, New Zealand",,,,,,,,
374,113809,9429032099225,29 Mar 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco113809,113809,,"1 St Floor A M P Bldg, Cnr Wood & East Sts, Papakura
, New Zealand",,,,,,,,,
375,3193787,9429031312240,12 Nov 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3193787,3193787,,"45 Market Street, Rd 1, Pokeno, 2471
, New Zealand","45 Market Street, Rd 1, Pokeno, 2471
, New Zealand",,,,,,,,
376,1200378,9429036556113,22 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1200378,1200378,,"C/- Raynes Gibson & Matthews Accountants, 1st Floor Accounting House, 110 St Lukes Road, Auckland
, New Zealand","C/- Raynes Gibson & Matthews Accountants, 1st Floor Accounting House, 110 St Lukes Road, Auckland
, New Zealand",,,,,,,,
377,907953,9429037844967,08 Jul 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco907953,907953,,"91 Main Road, Tawa
, New Zealand","91 Main Road, Tawa
, New Zealand",,,,,,,,
378,863533,9429038057687,24 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco863533,863533,,"16 Elliott Street, Papakura, Auckland
, New Zealand","16 Elliott Street, Papakura, Auckland
, New Zealand",,,,,,,,
379,271686,9429039849410,30 Apr 1985,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco271686,271686,,"36 Hill Cres, Papakura
, New Zealand","36 Hill Cres, Papakura
, New Zealand",,,,,,,,
380,107915,9429032256338,21 Mar 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco107915,107915,,"Unit 3, 5 Prictor St, Papakura
, New Zealand",,,,,,,,,
381,196573,9429040060637,10 Nov 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco196573,196573,,"Hayes Knight, Accountants, Parnell House, 470 Parnell Road, Parnell, Auckland
, New Zealand","Hayes Knight, Accountants, Parnell House, 470 Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,
382,2281687,9429032150131,13 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2281687,2281687,,"847 Boundary Road, Rd 3, Ashburton, 7773
, New Zealand","Brophy Knight Limited, 847 Boundary Road, Rd 3, Ashburton, 7773
, New Zealand",,,,,,,,
383,1578938,9429035070962,19 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1578938,1578938,,"inBalance Ltd, 35 May Street, Mount Maunganui, Tauranga, 3116
, New Zealand","inBalance Ltd, 35 May Street, Mount Maunganui, Tauranga, 3116
, New Zealand",,,,,,,,
384,38063,9429040775708,04 Aug 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco38063,38063,,"217 Main Rd, Tawa
, New Zealand",,,,,,,,,
385,1305743,9429035975762,22 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1305743,1305743,,"C/-rodewald Hart Brown Limited, Level 2, 127 Durham Street, Tauranga
, New Zealand","C/-rodewald Hart Brown Limited, Level 2, 127 Durham Street, Tauranga
, New Zealand",,,,,,,,
386,184544,9429040128405,29 Sep 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco184544,184544,,"C/o R L Edwards, 390 Victoria St, Hamilton
, New Zealand",,,,,,,,,
387,1235424,9429036354672,27 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1235424,1235424,,"C/- Adair Anderson Ltd, 211 High Street, Rangiora
, New Zealand","C/- Adair Anderson Ltd, 211 High Street, Rangiora
, New Zealand",,,,,,,,
388,343737,9429039610959,11 Dec 1987,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco343737,343737,,"119f Captain Springs Road, Onehunga, Auckland
, New Zealand",,,,,,,,,
389,1126640,9429036954384,12 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1126640,1126640,,"C/- Strawbridge Consulting, Level 1, 77 Tory Street, Wellington
, New Zealand","33 Mosburn Street, Kelson, Lower Hutt
, New Zealand",,,,,,,,
390,1158573,9429036790951,23 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1158573,1158573,,"37 Scanlan St, Grey Lynn, Auckland
, New Zealand","37 Scanlan St, Grey Lynn, Auckland
, New Zealand",,,,,,,,
391,1632663,9429034774625,17 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1632663,1632663,,"3a Argyle Avenue, Papakura
, New Zealand","3a Argyle Avenue, Papakura
, New Zealand",,,,,,,,
392,1268188,9429036174904,28 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1268188,1268188,,"42 Konini Street, Wainuiomata
, New Zealand","42 Konini Street, Wainuiomata
, New Zealand",,,,,,,,
393,178404,9429040141862,23 Feb 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco178404,178404,,"29 Nugent Street, Mt Eden, Auckland
, New Zealand",,,,,,,,,
394,7742858,9429047739109,17 Oct 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7742858,7742858,,"273 Bellevue Rd. Otumoetai, Tauranga, 3110
, New Zealand","273 Bellevue Rd. Otumoetai, Tauranga, 3110
, New Zealand",,,,,,,,
395,1865368,9429033870144,13 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1865368,1865368,,"Tax Link, 58 Wharf Street, Tauranga
, New Zealand","Tax Link, 58 Wharf Street, Tauranga
, New Zealand",,,,,,,,
396,75876,9429040612102,23 Jan 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75876,75876,,"L B Keys, 42 Cape Hill Road, Pukekohe
, New Zealand",,,,,,,,,
397,1809746,9429034147979,03 May 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1809746,1809746,,"Lowthers Auckland Limited, Level 10, 34 Shortland Street, Auckland Central, Auckland, 1010
, New Zealand","Lowthers Auckland Limited, Level 10, 34 Shortland Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,
398,1486837,9429035518075,01 Mar 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1486837,1486837,,"170 Broadway Avenue, Palmerston North
, New Zealand","30a Marua Road, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,
399,606831,9429038785948,07 Oct 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco606831,606831,,"Suite 1.4, 72 Dominion Road, Mt Eden, Auckland
, New Zealand","Suite 1.4, 72 Dominion Road, Mt Eden, Auckland
, New Zealand",,,,,,,,
400,582228,9429038869174,15 Mar 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco582228,582228,,"209 Karamu Road North, Hastings
, New Zealand","209 Karamu Road North, Hastings
, New Zealand",,,,,,,,
401,5111701,9429041177785,04 Apr 2014,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5111701,5111701,,"ARROW ACCOUNTANTS LIMITED, 5 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand","ARROW ACCOUNTANTS LIMITED, 5 Richardson Street, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,
402,4879639,9429041048269,07 Jan 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4879639,4879639,,"HAROLD KIDD LAW, 416 Glenfield Road, Glenfield, North Shore City, 0629
, New Zealand","HAROLD KIDD LAW, 416 Glenfield Road, Glenfield, North Shore City, 0629
, New Zealand",,,,,,,,
403,1550139,9429035210214,25 Aug 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1550139,1550139,,"57 Turntable Hill Road, Rd 4, Whakamarama, 3181
, New Zealand","57 Turntable Hill Road, Rd 4, Whakamarama, 3181
, New Zealand",,,,,,,,
404,8150898,9429048902724,11 Jan 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8150898,8150898,,"L j bon, 370 Pipiroa Road, Rd 1, Ngatea, 3597
, New Zealand","L j bon, 370 Pipiroa Road, Rd 1, Ngatea, 3597
, New Zealand",,,,,,,,
405,1033543,9429037270773,01 May 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1033543,1033543,,"67 Bank Street, Whangarei
, New Zealand","67 Bank Street, Whangarei
, New Zealand",,,,,,,,
406,165073,9429040207308,12 Nov 1976,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco165073,165073,,"Oldershaw & Co, Chartered Accountants, Marewa House, Kennedy Road, Napier
, New Zealand","As Per The Registered Office
, New Zealand",,,,,,,,
407,4396225,9429030270732,10 Apr 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4396225,4396225,,"Sudburys Limited, 20 Commerce Street, Whangarei, 0110
, New Zealand","Sudburys Limited, 20 Commerce Street, Whangarei, 0110
, New Zealand",,,,,,,,
408,975352,9429037501402,23 Aug 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco975352,975352,,"113 Marsden Avenue, Mount Eden, Auckland, 1024
, New Zealand","113 Marsden Avenue, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,
409,942920,9429037675509,29 Jan 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco942920,942920,,"161 Ruapehu Street, Taupo, Taupo, 3330
, New Zealand","161 Ruapehu Street, Taupo, Taupo, 3330
, New Zealand",,,,,,,,
410,81496,9429040579788,03 May 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81496,81496,,"Power Board Bldg, Normanby St, Dargaville
, New Zealand",,,,,,,,,
411,1636430,9429034758151,17 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1636430,1636430,,"15 Opawa Road, Christchurch
, New Zealand","15 Opawa Road, Christchurch
, New Zealand",,,,,,,,
412,627746,9429038698385,28 Jun 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco627746,627746,,"270 A Scenic Drive, Titirangi, Auckland
, New Zealand","270 A Scenic Drive, Titirangi, Auckland
, New Zealand",,,,,,,,
413,2150961,9429032659689,07 Jul 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2150961,2150961,,"195b Whites Line, Waiwhetu, Lower Hutt, 5010
, New Zealand","195b Whites Line, Waiwhetu, Lower Hutt, 5010
, New Zealand",,,,,,,,
414,47890,9429040732787,21 Dec 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco47890,47890,,"15 Tainui Street, Torbay, Auckland
, New Zealand",,,,,,,,,
415,26380,9429040865348,21 Jul 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco26380,26380,,"39 Princess Street, Palmerston North
, New Zealand",,,,,,,,,
416,191094,9429040098388,26 Aug 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco191094,191094,,"13 Cochrane Street,, Rotorua.
, New Zealand",,,,,,,,,
417,1774271,9429034281000,24 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1774271,1774271,,"Philippa Hales Accountant, 6 Anzac Ave, Whakatane
, New Zealand","Philippa Hales Accountant, 6 Anzac Ave, Whakatane
, New Zealand",,,,,,,,
418,5873658,9429042140252,14 Jan 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5873658,5873658,,"82 Melrose Road, Mount Roskill, Auckland, 1041
, New Zealand","82 Melrose Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,
419,643837,9429038626883,29 Aug 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco643837,643837,,"Parnell House, 470 Parnell Road, Auckland
, New Zealand","Parnell House, 470 Parnell Road, Auckland
, New Zealand",,,,,,,,
420,444555,9429039292193,14 Sep 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco444555,444555,,"First Floor, 300 Trafalgar Street, Nelson
, New Zealand","First Floor, 300 Trafalgar Street, Nelson
, New Zealand",,,,,,,,
421,3423993,9429031059695,15 Jun 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3423993,3423993,,"Ean Brown Partners Limited, 32 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand","Ean Brown Partners Limited, 32 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,
422,1024963,9429037311148,22 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1024963,1024963,,"Merlo Burgess & Co Limited, C/- Paul Jackson Accountants, 268-270 Manukau Road, Epsom, Auckland
, New Zealand","Merlo Burgess & Co Limited, C/- Paul Jackson Accountants, 268-278 Manukau Road, Epsom, Auckland
, New Zealand",,,,,,,,
423,1155716,9429036807291,03 Sep 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1155716,1155716,,"18 Reremanu Place, Weymouth, South Auckland
, New Zealand","2 Manston Road, Mangere Central 1701, Auckland 6
, New Zealand",,,,,,,,
424,49430,9429040727639,27 Feb 1952,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco49430,49430,,"Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland, 1023
, New Zealand","Mcelroy Dutt & Thomson, Level 2, 161 Manukau Road, Epsom, Auckland, 1023
, New Zealand",,,,,,,,
425,1061059,9429037159443,11 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1061059,1061059,,"16b Browns Ave, Pakuranga
, New Zealand","16b Browns Ave, Pakuranga
, New Zealand",,,,,,,,
426,1747524,9429034381663,14 Dec 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1747524,1747524,,"Ken Solly & Associates, Chartered Accountants, 32 Tirau Street, Putaruru
, New Zealand","Ken Solly & Associates, Chartered Accountants, 32 Tirau Street, Putaruru
, New Zealand",,,,,,,,
427,1698366,9429034528341,22 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1698366,1698366,,"Gerry Rea Partners, Level 7 59 High Street, Auckland
, New Zealand","Gerry Rea Partners, Level 7 59 High Street, Auckland
, New Zealand",,,,,,,,
428,812982,9429038300929,05 Jun 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco812982,812982,,"23 Monterey Avenue, Otahuhu, Auckland
, New Zealand","23 Monterey Avenue, Otahuhu, Auckland
, New Zealand",,,,,,,,
429,157332,9429040254050,31 May 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco157332,157332,,"Ward Wilson, 62 Deveron Street, Invercargill
, New Zealand","-
, New Zealand",,,,,,,,
430,394266,9429039448774,01 Jun 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco394266,394266,,"Nzi Building, 507 Lake Road, Takapuna, Auckland
, New Zealand","Nzi Building, 507 Lake Road, Takapuna, Auckland
, New Zealand",,,,,,,,
