,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,FRA Reporting Month:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
342,238245,9429039959263,21 Mar 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco238245,238245,,"72 Main North Road, Christchurch 5
, New Zealand",,,,,,,,,,,,,
343,5887887,9429042184966,17 Feb 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5887887,5887887,,"YOVICH HAYWARD PEVATS JOHNSTON LTD, 23 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand","YOVICH HAYWARD PEVATS JOHNSTON LTD, 23 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
344,580055,9429038874437,31 Mar 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco580055,580055,,"1 Roslyn Road, Napier
, New Zealand","1 Roslyn Road, Napier
, New Zealand",,,,,,,,,,,,
345,187505,9429040116273,16 Nov 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187505,187505,,"Ernst & Young House,, Cnr Victoria & London Streets,, Hamilton.
, New Zealand",,,,,,,,,,,,,
346,868483,9429038033018,29 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco868483,868483,,"Level 1, Guardian Building, 73 Rugby Street, Wellington
, New Zealand","Level 1 Guardian House, 73 Rugby St, Mt Cook, Wellington
, New Zealand",,,,,,,,,,,,
347,1434136,9429035689218,18 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1434136,1434136,,"211a Sunnynook Road, Sunnynook, Auckland
, New Zealand","211a Sunnynook Road, Sunnynook, Auckland
, New Zealand",,,,,,,,,,,,
348,2300476,9429032035988,11 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2300476,2300476,,"Ground Floor, 17 Remuera Road, New Market, Auckland
, New Zealand","Ground Floor, 17 Remuera Road, New Market, Auckland
, New Zealand",,,,,,,,,,,,
349,1556248,9429035183624,17 Sep 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1556248,1556248,,"38 Studholme Rd, Rd1, Wanaka
, New Zealand","38 Studholme Rd, Rd1, Wanaka
, New Zealand",,,,,,,,,,,,
350,2445684,9429031598248,17 May 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2445684,2445684,,"53 Waverton Tce, Churton Park, Wellington
, New Zealand","53 Waverton Tce, Churton Park, Wellington
, New Zealand",,,,,,,,,,,,
351,656511,9429038569128,16 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco656511,656511,,"Level 2, Bayleys Building, 678 Victoria Street
, New Zealand","Level 2, Bayleys Building, 678 Victoria Street
, New Zealand",,,,,,,,,,,,
352,1175588,9429036697793,12 Dec 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1175588,1175588,,"19 Ocean View Rd, Port Waikato, Rd5 Tuakau, Franklin 2695
, New Zealand","19 Ocean View Rd, Port Waikato, Rd5 Tuakau, Franklin 2695
, New Zealand",,,,,,,,,,,,
353,195535,9429040068749,01 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco195535,195535,,"Flat 2, 14a Norwood Road, Paeroa
, New Zealand",,,,,,,,,,,,,
354,868964,9429038030161,26 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco868964,868964,,"Young Read Woudberg, Chartered Accountants, Cnr Cameron Rd & Wharf Str, Tauranga
, New Zealand","Young Read Woudberg, Chartered Accountants, Cnr Cameron Rd & Wharf Str, Tauranga
, New Zealand",,,,,,,,,,,,
355,908872,9429037840990,15 May 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco908872,908872,,"3 Seaview Road, Paraparaumu Beach
, New Zealand","3 Seaview Road, Paraparaumu Beach
, New Zealand",,,,,,,,,,,,
356,1866329,9429033865645,14 Sep 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1866329,1866329,,"C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand","C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand",,,,,,,,,,,,
357,2479678,9429031544801,27 May 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2479678,2479678,,"K Masters, 32 Richmond Road, Rd 3h, Oamaru, 9493
, New Zealand","K Masters, 32 Richmond Road, Rd 3h, Oamaru, 9493
, New Zealand",,,,,,,,,,,,
358,2382112,9429031715256,23 Dec 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2382112,2382112,,"Mallett Angelo Quinn Limited, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand","Mallett Angelo Quinn Limited, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand",,,,,,,,,,,,
359,1392960,9429035782858,05 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1392960,1392960,,"Balance Accounting Limited, 11 Longley Place, Addington, Christchurch
, New Zealand","Balance Accounting Limited, 11 Longley Place, Addington, Christchurch
, New Zealand",,,,,,,,,,,,
360,934748,9429037717995,23 Nov 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco934748,934748,,"Nigel O'leary Chartered Accountants Ltd, Level 4, Rockforte Tower, Grey Street, Gisborne
, New Zealand","Nigel O'leary Chartered Accountants Ltd, Level 4, Rockforte Tower, Grey Street, Gisborne
, New Zealand",,,,,,,,,,,,
361,18815,9429040902968,08 Jun 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18815,18815,,"C/o M/s Silk Mason & Co, Wakefield Chambers Ridgway St, Wanganui
, New Zealand",,,,,,,,,,,,,
362,2110149,9429032841138,31 Mar 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2110149,2110149,,"9 Kaipara Portage Rd,riverhead, Auckland
, New Zealand","9 Kaipara Portage Rd,riverhead, Auckland
, New Zealand",,,,,,,,,,,,
363,1559357,9429035164845,30 Sep 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1559357,1559357,,"Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand","Withers Tsang & Co Ltd, 24-26 Pollen Street, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
364,958528,9429037592875,21 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco958528,958528,,"4 Aztec Place, Conifer Grove, Auckland
, New Zealand","4 Aztec Place, Conifer Grove, Auckland
, New Zealand",,,,,,,,,,,,
365,406078,9429039412423,30 Sep 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco406078,406078,,"26 Mountain Road, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,,
366,1634496,9429034769423,20 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1634496,1634496,,"9a Euston Rd Sandringham, Auckland Nz
, New Zealand","9a Euston Road, Sandringham, Auckland 1004
, New Zealand",,,,,,,,,,,,
367,1500101,9429035464372,05 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1500101,1500101,,"Middleton Holland & Associates Limited, 27c William Pickering Drive, Albany, Auckland
, New Zealand","Middleton Holland & Associates Limited, 27c William Pickering Drive, Albany, Auckland
, New Zealand",,,,,,,,,,,,
368,175168,9429040149240,24 Jun 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco175168,175168,,"C/o Stubbs Dougherty & Co, Hikurangi House, Miriama St Box 364, Taumarunui
, New Zealand",,,,,,,,,,,,,
369,134720,9429031863599,13 Aug 1973,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco134720,134720,,"Burmister & Co Limited, Amp Building, 181 Devonport Road, Tauranga
, New Zealand","Burmister & Co Limited, Amp Building, 181 Devonport Road, Tauranga
, New Zealand",,,,,,,,,,,,
370,4670079,9429030045897,26 Sep 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4670079,4670079,,"70 Carlyle Street, Napier South, Napier, 4110
, New Zealand","70 Carlyle Street, Napier South, Napier, 4110
, New Zealand",,,,,,,,,,,,
371,69982,9429040644165,15 Feb 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco69982,69982,,"Strand Bldgs, The Square, Palmerston Nth
, New Zealand",,,,,,,,,,,,,
372,2245312,9429032240382,15 May 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2245312,2245312,,"8 Branthwaite Drive, Rd 8, Christchurch, 7678
, New Zealand","8 Branthwaite Drive, Rd 8, Christchurch, 7678
, New Zealand",,,,,,,,,,,,
373,1502313,9429035452850,07 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1502313,1502313,,"57 Nicholas Rd, Sommerville, Auckland, 2014
, New Zealand","57 Nicholas Rd, Sommerville, Auckland, 2014
, New Zealand",,,,,,,,,,,,
374,1112787,9429037024833,24 Jan 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1112787,1112787,,"55 Moeraki Road, Upper Hutt
, New Zealand","55 Moeraki Road, Upper Hutt
, New Zealand",,,,,,,,,,,,
375,1738907,9429034402467,02 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1738907,1738907,,"8 Glenvar Close, Torbay, Auckland
, New Zealand","8 Glenvar Close, Torbay, Auckland
, New Zealand",,,,,,,,,,,,
376,947531,9429037651008,16 Mar 1999,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco947531,947531,,"13 Paratai Crescent, Woodhill, Whangarei, 0110
, New Zealand","13 Paratai Crescent, Woodhill, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
377,2092680,9429032916133,08 Feb 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco2092680,2092680,,"13 Manchester Place, Queenstown, Queenstown, 9300
, New Zealand","13 Manchester Place, Queenstown, Queenstown, 9300
, New Zealand",,,,,,,,,,,,
378,88858,9429040526928,01 Oct 1973,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco88858,88858,,"3 Carlton Crescent, Kamo, Whangarei
, New Zealand","3 Carlton Crescent, Kamo, Whangarei
, New Zealand",,,,,,,,,,,,
379,1889268,9429033727752,28 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1889268,1889268,,"Cinema 3, Salisbury Street, Levin
, New Zealand","Cinema 3, Salisbury Street, Levin
, New Zealand",,,,,,,,,,,,
380,6288536,9429046145611,15 Jun 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6288536,6288536,,"49a Leander Street, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","49a Leander Street, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
381,175104,9429040149042,14 Jan 1947,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco175104,175104,,"85 Sixth Avenue, Tauranga
, New Zealand",,,,,,,,,,,,,
382,171975,9429040167473,03 Oct 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco171975,171975,,"C/o J E Shepherd, Matai St, Box 7, Inglewood
, New Zealand",,,,,,,,,,,,,
383,136380,9429031843591,09 Apr 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136380,136380,,"21 Belleview Terrace, Christchurch
, New Zealand",,,,,,,,,,,,,
384,2103215,9429032870497,06 Mar 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2103215,2103215,,"Level 5, 57 Fort Street, Auckland, 0000
, New Zealand","Level 5, 57 Fort Street, Auckland, 0000
, New Zealand",,,,,,,,,,,,
385,200420,9429040023335,19 Nov 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200420,200420,,"Lichfield Rd, R D 2, Putaruru
, New Zealand",,,,,,,,,,,,,
386,2364079,9429031759915,19 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2364079,2364079,,"4 Dennis Avenue, Manurewa, Manukau City 2102
, New Zealand","4 Dennis Avenue, Manurewa, Manukau City 2102
, New Zealand",,,,,,,,,,,,
387,379052,9429039492630,09 Feb 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco379052,379052,,"Henning & Associates Ltd, Chartered, Accountants, 1st Floor, Spicers, House, 2 Burns Ave, Takapuna
, New Zealand","Henning & Associates Ltd, Chartered, Accountants, 1st Floor, Spicers, House, 2 Burns Ave, Takapuna
, New Zealand",,,,,,,,,,,,
388,653856,9429038580956,17 Jul 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco653856,653856,,"Gilbert Swan Reeves, Barristers & Solicitors, Level 12, 49 Boulcott Street, Wellington
, New Zealand","Gilbert Swan Reeves, Barristers And Solicitors, P O Box 10530, Wellington
, New Zealand",,,,,,,,,,,,
389,1570041,9429035113614,03 Nov 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1570041,1570041,,"1235d Victoria St, Hamilton
, New Zealand","1235d Victoria St, Hamilton
, New Zealand",,,,,,,,,,,,
390,7684696,9429047645622,26 Aug 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7684696,7684696,,"113 Eugenia Rise, Goodwood Heights, Auckland, 2105
, New Zealand","113 Eugenia Rise, Goodwood Heights, Auckland, 2105
, New Zealand",,,,,,,,,,,,
391,877772,9429037989880,23 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco877772,877772,,"4/9 Milford Road, Milford, Auckland
, New Zealand","4/9 Milford Road, Milford, Auckland 9
, New Zealand",,,,,,,,,,,,
392,187707,9429040114293,14 Mar 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco187707,187707,,"Nairn Fisher Ltd, 1268 Arawa Street, Rotorua
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
393,539177,9429039010902,05 Mar 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco539177,539177,,"84 Mills Road, Wellington 2
, New Zealand","-
, New Zealand",,,,,,,,,,,,
394,1011095,9429037387891,24 Jan 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1011095,1011095,,"Hart & Co (C A), Level 1, 5/100 Bush Road, North Harbour, Auckland
, New Zealand","Hart & Co (C A), Level 1, 5/100 Bush Road, North Harbour, Auckland
, New Zealand",,,,,,,,,,,,
395,7319997,9429047324572,13 Mar 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7319997,7319997,,"55 Peel Street, Gisborne, Gisborne, 4010
, New Zealand","55 Peel Street, Gisborne, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
396,586764,9429038853753,18 Jun 1993,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco586764,586764,,"23 Rathbone Street, Whangarei
, New Zealand","23 Rathbone Street, Whangarei
, New Zealand",,,,,,,,,,,,
397,1786935,9429034243541,27 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1786935,1786935,,"15 Melbourne St, Queenstown
, New Zealand","15 Melbourne St, Queenstown
, New Zealand",,,,,,,,,,,,
398,1131272,9429036938292,22 May 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1131272,1131272,,"31 Beach Road, Tahunanui, Nelson
, New Zealand","31 Beach Road, Tahunanui, Nelson
, New Zealand",,,,,,,,,,,,
399,35535,9429040803685,30 May 1979,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco35535,35535,,"Larsen & Associates Ltd, Northcote Office Park, Unit 11, 80 Grey Street, Palmerston North, 4410
, New Zealand","Larsen & Associates Ltd, Northcote Office Park, Unit 11, 80 Grey Street, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
400,1115829,9429037007997,22 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1115829,1115829,,"580 Whirinaki Road, Galatea
, New Zealand","580 Whirinaki Road, Galatea
, New Zealand",,,,,,,,,,,,
401,1987512,9429033121895,11 Oct 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1987512,1987512,,"315 Panama Road, Mount Wellington, Auckland, 1062
, New Zealand","315 Panama Road, Mount Wellington, Auckland, 1062
, New Zealand",,,,,,,,,,,,
402,1598633,9429034965894,02 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1598633,1598633,,"Level 2, Bayleys Building, 678 Victoria Street
, New Zealand","Level 2, Bayleys Building, 678 Victoria Street
, New Zealand",,,,,,,,,,,,
403,63222,9429040676258,28 Jun 1962,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco63222,63222,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
404,659374,9429038557477,19 Sep 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco659374,659374,,"60 Sydney Street, Petone
, New Zealand","60 Sydney Street, Petone
, New Zealand",,,,,,,,,,,,
405,1156348,9429036804221,13 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1156348,1156348,,"442 Kyber Pass Rd, New Market, Auckland
, New Zealand","442 Kyber Pass Rd, New Market, Auckland
, New Zealand",,,,,,,,,,,,
406,579922,9429038875151,17 Feb 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco579922,579922,,"De Lautour Partners, Chartered Accountants, 182 Teasdale Street, Te Awamutu
, New Zealand","De Lautour Partners, Chartered Accountants, 182 Teasdale Street, Te Awamutu
, New Zealand",,,,,,,,,,,,
407,1618616,9429034845707,05 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1618616,1618616,,"1-1 Randwick Road, Moera
, New Zealand","1-1 Randwick Road, Moera
, New Zealand",,,,,,,,,,,,
408,1339053,9429035907251,09 Jul 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1339053,1339053,,"148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand","148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
409,562369,9429038928529,12 Nov 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco562369,562369,,"39 Perry Street,, Masterton.
, New Zealand",,,,,,,,,,,,,
410,3309148,9429031187732,22 Mar 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3309148,3309148,,"21 Gateway Avenue, Beachlands, Auckland, 2018
, New Zealand","21 Gateway Avenue, Beachlands, Auckland, 2018
, New Zealand",,,,,,,,,,,,
411,5675128,9429041701355,13 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5675128,5675128,,"Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand","Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand",,,,,,,,,,,,
412,1112689,9429037025687,07 Feb 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1112689,1112689,,"Ingham Mora Limited, 9 Prince Avenue, Mount Maunganui
, New Zealand","Ingham Mora Limited, 9 Prince Avenue, Mount Maunganui
, New Zealand",,,,,,,,,,,,
