,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
357,1041988,9429037228811,16 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1041988,1041988,,"Mountfort & Associates, Chartered, Accountants, Unit E, Level 1, 272 Ti, Rakau Dr, East Tamaki, Auckland
, New Zealand","Mountfort & Associates, Chartered, Accountants, Unit E, Level 1, 272 Ti, Rakau Dr, East Tamaki, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
358,857282,9429038087738,21 May 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco857282,857282,,"Robertson Bixley & Assoc, Cnr East & Wood Streets, Papakura
, New Zealand","Robertson Bixley & Assoc, Cnr East & Wood Streets, Papakura
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
359,1040697,9429037235956,27 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1040697,1040697,,"Croad Pl, Tokoroa
, New Zealand","Croad Pl, Tokoroa
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
360,562183,9429038930287,06 Jan 1993,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco562183,562183,,"Wiseley Flett Mckenzie, 93 Maniapoto Street, Otorohanga
, New Zealand","Wiseley Flett Mckenzie, 93 Maniapoto Street, Otorohanga
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
361,1468060,9429035621270,13 Feb 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1468060,1468060,,"Smith Wood And Woods, Mersey Street, Gore
, New Zealand","Smith Wood And Woods, Mersey Street, Gore
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
362,108178,9429032254990,21 Apr 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco108178,108178,,"C/o Luyk & Ptnrs, 52 Broadway, Newmarket
, New Zealand",,,,,,,,,,,,,,,,,
363,563574,9429038924361,15 Oct 1992,Removed,Overseas NonASIC Company,No,,httpsapp.companiesoffice.govt.nzco563574,563574,,,,Showing 2 of 5 directors,,,December,"The Cpo, Level 3, 3-12 Queen Street, Auckland
,","Care OF, Level 4, 11 Cable Street, Wellington
, New Zealand",,,,,,,,,,
364,1102732,9429037073718,30 Nov 2000,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1102732,1102732,,"65 Red Beach Road, Red Beach
, New Zealand","65 Red Beach Road, Red Beach
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
365,7719516,9429047677135,11 Sep 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7719516,7719516,,"32 Paewai Road, Glen Eden, Auckland, 0602
, New Zealand","32 Paewai Road, Glen Eden, Auckland, 0602
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
366,1961458,9429033272924,28 Jun 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1961458,1961458,,"9 Teanau Place, Pakuranga, Auckland
, New Zealand","9 Teanau Place, Pakuranga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
367,63234,9429040676890,03 Jul 1962,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco63234,63234,,"Thecla Johnstone & Associates Ltd, 64 Beaver Road, Rd 2, Pukekohe, 2677
, New Zealand","Thecla Johnstone & Associates Ltd, 64 Beaver Road, Rd 2, Pukekohe, 2677
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
368,1924767,9429033507002,23 Mar 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1924767,1924767,,"Danial Carr, 85 Cook Street, Palmerston North, Palmerston North, 4410
, New Zealand","Danial Carr, 85 Cook Street, Palmerston North, Palmerston North, 4410
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
369,599526,9429038810992,02 Aug 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco599526,599526,,"28 Parkinson Street, Gisborne
, New Zealand","28 Parkinson Street, Gisborne
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
370,1059252,9429037164225,24 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1059252,1059252,,"33 Hammond Road, Taradale, Napier
, New Zealand","33 Hammond Road, Taradale, Napier
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
371,936281,9429037710620,01 Dec 1998,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco936281,936281,,"Johnston O'Shea Limited, 1a Douglas Street, Kensington, Whangarei, 0112
, New Zealand","Johnston O'Shea Limited, 1a Douglas Street, Kensington, Whangarei, 0112
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
372,8662566,9429051196783,17 Mar 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8662566,8662566,,"Samuel Peters, 4a Masters Road, Rd 1, Waiuku, 2681
, New Zealand","Samuel Peters, 4a Masters Road, Rd 1, Waiuku, 2681
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
373,1381862,9429035806110,25 Aug 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1381862,1381862,,"3082 State Highway 50, R D 1, Takapau, 4286
, New Zealand","3082 State Highway 50, R D 1, Takapau, 4286
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
374,7039433,9429047031975,18 Sep 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7039433,7039433,,"161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand","161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
375,1544913,9429035232964,13 Aug 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1544913,1544913,,"13 Marshall Laing Ave, Mt Roskill, Auckland
, New Zealand","13 Marshall Laing Ave, Mount Roskill, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
376,8296582,9429050254781,14 Feb 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8296582,8296582,,"2 Whitmore Road, Mount Roskill, Auckland, 1041
, New Zealand","2 Whitmore Road, Mount Roskill, Auckland, 1041
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
377,200507,9429040020839,18 Dec 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco200507,200507,,"Benneydale Hotel, Benneydale
, New Zealand","Benneydale Hotel, Benneydale
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
378,1556795,9429035180005,27 Oct 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1556795,1556795,,"188 Quay Street, Auckland, 1010
, New Zealand","188 Quay Street, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
379,956956,9429037598990,26 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco956956,956956,,"9 Carlyle Street, Christchurch
, New Zealand","9 Carlyle Street, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
380,91012,9429040511566,07 May 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco91012,91012,,"18 Broadway, Newmarket, Auckland 1
, New Zealand",,,,,,,,,,,,,,,,,
381,2123514,9429032776218,01 May 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2123514,2123514,,"Bay Accounting & Financial Services Ltd, 2 Orange Lane, Bethlehem, Tauranga
, New Zealand","Bay Accounting & Financial Services Ltd, 2 Orange Lane, Bethlehem, Tauranga
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
382,1282974,9429036086122,13 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1282974,1282974,,"1142 Tennant Drive, R D 4, Palmerston North 4474
, New Zealand","1142 Tennant Drive, R D 4, Palmerston North 4474
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
383,72464,9429040630717,06 Apr 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco72464,72464,,"6 Redan Rd, Kaitaia
, New Zealand",,,,,,,,,,,,,,,,,
384,206902,9429039997760,30 Sep 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco206902,206902,,"2 Mayoral Dr, Auckland 1
, New Zealand",,,,,,,,,,,,,,,,,
385,5958317,9429042296027,27 Apr 2016,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5958317,5958317,,"3043 State Highway 1, Rd 4, Riverlands, 7274
, New Zealand","3043 State Highway 1, Rd 4, Riverlands, 7274
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
386,1334987,9429035921981,19 Jun 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1334987,1334987,,"12 Bothamley Lane, Titahi Bay, Porirua City
, New Zealand","79 Airlie Road, Plimmeron, Porirua City
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
387,114295,9429032098716,25 May 1982,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco114295,114295,,"51 Kahotea Drive, Turangi
, New Zealand","C/o Marley Loft Ltd, Level 6 130 Broadway, Newmarket, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
388,169430,9429040182407,06 May 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco169430,169430,,"90 Washington Rd, Nelson
, New Zealand",,,,,,,,,,,,,,,,,
389,5701707,9429041752944,15 May 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5701707,5701707,,"3/42 Shackleton Road, Mount Eden, Auckland, 1041
, New Zealand","3/42 Shackleton Road, Mount Eden, Auckland, 1041
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
390,1868431,9429033853376,29 Sep 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1868431,1868431,,"17 Mystery Creek Road, R D 1, Ohaupo 3881
, New Zealand","17 Mystery Creek Road, R D 1, Ohaupo 3881
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
391,627713,9429038696053,01 Jun 1994,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco627713,627713,,"4 Portside Drive, Mt Maunganui
, New Zealand","4 Portside Drive, Mt Maunganui
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
392,1493390,9429035480471,18 Mar 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1493390,1493390,,"AgBiz Accountants Limited, 2 Kirkwood Street, Cambridge, Cambridge, 3434
, New Zealand","AgBiz Accountants Limited, 2 Kirkwood Street, Cambridge, Cambridge, 3434
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
393,2243875,9429032249170,12 May 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2243875,2243875,,"Bay Accounting & Financial Services Limited, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand","Bay Accounting & Financial Services Limited, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
394,37996,9429040780733,17 Jul 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco37996,37996,,"10 Miro Street, Palmerston North
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
395,1888803,9429033729152,04 Dec 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1888803,1888803,,"2a Powhiri Street, Kensington, Whangarei
, New Zealand","2a Powhiri Street, Kensington, Whangarei
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
396,980141,9429037480493,08 Oct 1999,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco980141,980141,,"39 Orchard Rise, Papakura
, New Zealand","39 Orchard Rise, Papakura
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
397,1180539,9429036671212,08 Jan 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1180539,1180539,,"160 Forest Road, Oruanui, Rd1, Taupo
, New Zealand","160 Forest Road, Oruanui, Rd1, Taupo
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
398,121021,9429031997379,05 Feb 1926,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco121021,121021,,"78 Armagh St, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
399,86611,9429040543772,20 Mar 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco86611,86611,,"3rd Flr, Nzi Building, 507 Lake Rd, Takapuna
, New Zealand",,,,,,,,,,,,,,,,,
400,1604907,9429034926376,01 Mar 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1604907,1604907,,"159b The Mall, Onehunga, Auckland
, New Zealand","159b The Mall, Onehunga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
401,3737438,9429030772533,02 Mar 2012,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3737438,3737438,,"31 Quona Avenue, Mount Roskill, Auckland, 1041
, New Zealand","31 Quona Avenue, Mount Roskill, Auckland, 1041
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
402,151854,9429040281629,19 Feb 1962,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco151854,151854,,"C/o M/s Ryan Lynch & Lynch, 79 Childers Rd Gisborne
, New Zealand",,,,,,,,,,,,,,,,,
403,1938111,9429033424514,30 Apr 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1938111,1938111,,"Navigator Accounting, 28 Customs Street, Auckland Central, Auckland, 1010
, New Zealand","Navigator Accounting, 28 Customs Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
404,123727,9429031978835,26 Mar 1952,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco123727,123727,,"Williams & Batchelor, 54 Mandeville Street, Christchurch
, New Zealand","Williams And Batchelor, 54 Mandeville Street, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
405,5141801,9429041193426,14 Apr 2014,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5141801,5141801,,"FINMAN SERVICES PARAPARAUMU LIMITED, 44 Ihakara Street, Paraparaumu, 5032
, New Zealand","FINMAN SERVICES PARAPARAUMU LIMITED, 44 Ihakara Street, Paraparaumu, 5032
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
406,825016,9429038243493,29 Aug 1996,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco825016,825016,,"226 Great South Road, Otahuhu, Auckland
, New Zealand","226 Great South Road, Otahuhu, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
407,2146198,9429032679625,08 Jul 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2146198,2146198,,"Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand","Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
408,3700412,9429030831650,20 Jan 2012,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3700412,3700412,,"167 Memorial Avenue, Burnside, Christchurch, 8053
, New Zealand","167 Memorial Avenue, Burnside, Christchurch, 8053
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
409,1439629,9429035680147,10 Nov 2003,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1439629,1439629,,"589 Gordonton Road, Rd 1, Hamilton, 3281
, New Zealand","589 Gordonton Road, Rd 1, Hamilton, 3281
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
410,922835,9429037775568,08 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco922835,922835,,"C/- Meltzer Mason Heath, Level 5, 345 Queen Street, Auckland
, New Zealand","C/- Meltzer Mason Heath, Level 5, 345 Queen Street, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
411,6075708,9429042509493,10 Aug 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6075708,6075708,,"13 Jury Place, Favona, Auckland, 2024
, New Zealand","13 Jury Place, Favona, Auckland, 2024
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
412,1594452,9429034989890,26 Jan 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1594452,1594452,,"13 Domain Road, Ormond, Gisborne
, New Zealand","13 Domain Road, Ormond, Gisborne
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
413,1505461,9429035434290,22 Apr 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1505461,1505461,,"40 Seaview Avenue, Rd 2, Upper Moutere, 7175
, New Zealand","40 Seaview Avenue, Rd 2, Upper Moutere, 7175
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
414,199788,9429040032344,02 Apr 1981,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco199788,199788,,"Awaroa Cottage, Eastbank Road, R D 3, Whakatane
, New Zealand",,,,,,,,,,,,,,,,,
415,564184,9429038922619,23 Dec 1992,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco564184,564184,,"15a Hokonui Drive, Gore, Gore, 9710
, New Zealand","15a Hokonui Drive, Gore, Gore, 9710
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
416,2146219,9429032680904,08 Jul 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2146219,2146219,,"Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand","Gilligan Rowe & Associates LP, Level 6, 135 Broadway, Newmarket, Auckland, 1023
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
417,2108972,9429032850277,17 Mar 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2108972,2108972,,"37 Lilburn Street, Warkworth, Auckland, 0910
, New Zealand","37 Lilburn Street, Warkworth, Auckland, 0910
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
418,1319203,9429035950455,03 Jun 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1319203,1319203,,"33 Manu Place, Albany
, New Zealand","33 Manu Place, Albany, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
419,6012867,9429042387428,07 Jun 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6012867,6012867,,"117 B Abbotts Way Remuera, Auckland, 1050
, New Zealand","117 B Abbotts Way Remuera, Auckland, 1050
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
420,272594,9429039846099,26 Jun 1985,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco272594,272594,,"345 Broadway Avenue, Palmerston North
, New Zealand","-
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
421,2128672,9429032755534,12 May 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2128672,2128672,,"43 Hadfield Street, Birkdale, Auckland
, New Zealand","43 Hadfield Street, Birkdale, Auckland
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
422,1871916,9429033832227,13 Nov 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1871916,1871916,,"133 Moana Street, Invercargill
, New Zealand","133 Moana Street, Invercargill
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
423,1436199,9429035686231,05 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1436199,1436199,,"222 State Highway 17, Albany
, New Zealand","222 State Highway 17, Albany
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
424,193071,9429040084985,04 Apr 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco193071,193071,,"Mcclure Street, Pirongia
, New Zealand",,,,,,,,,,,,,,,,,
425,1487682,9429035513070,02 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1487682,1487682,,"16 Elliott Street, Papakura
, New Zealand","16 Elliott Street, Papakura
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
426,4434,9429040965390,09 Oct 1944,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4434,4434,,"30 Fitzherbert Street, Petone
, New Zealand",,,,,,,,,,,,,,,,,
427,2204051,9429032416985,23 Jan 2009,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2204051,2204051,,"French & Last-Harris Limited, Level 1, 18 New St, Nelson, 7010
, New Zealand","French & Last-Harris Limited, Level 1, 18 New St, Nelson, 7010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
428,62615,9429040678283,23 Feb 1962,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco62615,62615,,"Harrison Gillespie, Chartered Accountants, 5 Puckey Avenue, Kaitaia
, New Zealand","Harrison Gillespie, Chartered Accountants, 5 Puckey Avenue, Kaitaia
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
429,642052,9429038631986,15 Feb 1995,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco642052,642052,,"C/- Bamford Law, 6 Point Road, Monaco, Nelson, 7011
, New Zealand","C/- Bamford Law, 6 Point Road, Monaco, Nelson, 7011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
