,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
284,167002,9429040193571,22 Dec 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167002,167002,,"118 Hardy St, Nelson
, New Zealand",,,,,,,,,,
285,96015,9429040474243,30 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco96015,96015,,"11 Grundy Pl, East Tamaki
, New Zealand",,,,,,,,,,
286,74578,9429040620053,23 May 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco74578,74578,,"79 Atkinson Ave, Otahuhu, Auckland 6
, New Zealand",,,,,,,,,,
287,1503520,9429035445678,15 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1503520,1503520,,"Markhams Mri Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand","Markhams Mri Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand",,,,,,,,,
288,1114936,9429037012519,26 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1114936,1114936,,"Brown Webb Richardson Ltd, 111 Avenue Road East, Hastings
, New Zealand","Brown Webb Richardson Ltd, 111 Avenue Road East, Hastings
, New Zealand",March,,,,,,,,
289,4153818,9429030414662,05 Dec 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4153818,4153818,,"27 Ferndale Place, Feilding, Feilding, 4702
, New Zealand","27 Ferndale Place, Feilding, Feilding, 4702
, New Zealand",,,,,,,,,
290,1086991,9429037113780,06 Oct 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1086991,1086991,,"15 Brugh Place, Shiel Hill, Dunedin
, New Zealand","1 Royal Crescent, Musselburgh, Dunedin
, New Zealand",,,,,,,,,
291,3175790,9429031337311,29 Oct 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3175790,3175790,,"13 Redcrest Avenue, Red Hill, Papakura, 2110
, New Zealand","13 Redcrest Avenue, Red Hill, Papakura, 2110
, New Zealand",,,,,,,,,
292,78013,9429040599113,25 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco78013,78013,,"Co R K Wright, 41 Albert St, Auckland
, New Zealand",,,,,,,,,,
293,5841023,9429042052494,08 Dec 2015,Removed,NZ Limited Company,Yes,No,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco5841023,5841023,,"Bell Gully, Level 22, Vero Centre, 48 Shortland Street, Auckland, 1010
, New Zealand","Bell Gully, Level 22, Vero Centre, 48 Shortland Street, Auckland, 1010
, New Zealand",,,,,,,,,
294,977717,9429037491116,07 Sep 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco977717,977717,,"1/49 Wilmay Ave, Papatoetoe, Auckland, 2025
, New Zealand","1/49 Wilmay Ave, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,
295,167719,9429040191423,30 Sep 1966,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco167719,167719,,"70 Gladstone Rd, Richmond
, New Zealand","70 Gladstone Road, Richmond, Nelson
, New Zealand",,,,,,,,,
296,200880,9429040022864,22 Jun 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco200880,200880,,"C/o Stretton & Co, Towngate Building, 44 Heu Heu Street, Taupo
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,
297,2348671,9429031816175,23 Oct 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2348671,2348671,,"5 Moxham Grove, Massey, Auckland, 0614
, New Zealand","5 Moxham Grove, Massey, Auckland, 0614
, New Zealand",,,,,,,,,
298,661736,9429038547546,23 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco661736,661736,,"99 St Andrews Road, Epsom, Auckland
, New Zealand","99 St Andrews Road, Epsom, Auckland
, New Zealand",,,,,,,,,
299,55611,9429040704197,01 Aug 1957,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco55611,55611,,"82 Sandspit Road, Shelly Park, Auckland, 2014
, New Zealand","82 Sandspit Road, Shelly Park, Auckland, 2014
, New Zealand",,,,,,,,,
300,6187891,9429045861574,05 Dec 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6187891,6187891,,"Arpana THAPA, 172c Henderson Valley Road, Henderson, Auckland, 0612
, New Zealand","Arpana THAPA, 172c Henderson Valley Road, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,
301,94733,9429040486765,17 Jun 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco94733,94733,,"1/25 Pah Road, Epsom, Auckland
, New Zealand",,,,,,,,,,
302,155804,9429040261287,11 Jul 1962,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco155804,155804,,"Level 8, Westpac Tower, 120 Albert Street, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,
303,8153847,9429048932806,20 Jan 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8153847,8153847,,"Heang Accounting Services Limited, 72 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand","Heang Accounting Services Limited, 72 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,
304,5703538,9429041758793,19 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5703538,5703538,,"50b Rambler Crescent, Beach Haven, Auckland, 0626
, New Zealand","50b Rambler Crescent, Beach Haven, Auckland, 0626
, New Zealand",,,,,,,,,
305,52135,9429040718156,02 Feb 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco52135,52135,,"21 Fairview Road, Mount Eden, Auckland
, New Zealand",,,,,,,,,,
306,99914,9429040442518,13 Jan 1977,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco99914,99914,,"14 Kerria Place, Glenfield, Auckland 1310
, New Zealand","14 Kerria Place, Glenfield, Auckland 1310
, New Zealand",,,,,,,,,
307,84290,9429040561806,02 Jun 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84290,84290,,"R D 1 Candia Rd, Henderson, Auckland 8
, New Zealand",,,,,,,,,,
308,207397,9429039998835,08 Sep 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco207397,207397,,"A & J Grierson Goodare Gibson, 117 Vincent St, Auckland 1
, New Zealand",,,,,,,,,,
309,656960,9429038567926,18 Aug 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco656960,656960,,"51 Kalingo Street, Porirua
, New Zealand","51 Kalingo Street, Porirua
, New Zealand",,,,,,,,,
310,77260,9429040603391,14 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77260,77260,,"7 Mason Ave, Otahuhu
, New Zealand",,,,,,,,,,
311,2105848,9429032858914,19 Mar 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2105848,2105848,,"31b Edenvale Crescent, Mount Eden, Auckland, 1024
, New Zealand","31b Edenvale Crescent, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,
312,2044933,9429033052045,14 Nov 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2044933,2044933,,"58 Kotuku Street, Elsdon, Wellington
, New Zealand","58 Kotuku Street, Elsdon, Wellington
, New Zealand",,,,,,,,,
313,6243989,9429045978104,24 Feb 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6243989,6243989,,"2 Gaylee Place, Redwoodtown, Blenheim, 7201
, New Zealand","2 Gaylee Place, Redwoodtown, Blenheim, 7201
, New Zealand",,,,,,,,,
314,159148,9429040244341,11 Aug 1943,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco159148,159148,,"P K F Carr & Stanton Ltd, 119 Queen Street East, Hastings 4122
, New Zealand","P K F Carr & Stanton Ltd, 119 Queen Street East, Hastings 4122
, New Zealand",,,,,,,,,
315,1622698,9429034826775,13 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1622698,1622698,,"46 Taupiri Street, Te Kuiti
, New Zealand","46 Taupiri Street, Te Kuiti
, New Zealand",,,,,,,,,
316,1190096,9429036618019,27 Feb 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1190096,1190096,,"307 East Coast Road, Mairangi Bay, North Shore
, New Zealand","307 East Coast Road, Mairangi Bay, North Shore
, New Zealand",,,,,,,,,
317,2231214,9429032296808,21 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2231214,2231214,,"1e Piako Place, Otara, Auckland
, New Zealand","1e Piako Place, Otara, Auckland
, New Zealand",,,,,,,,,
318,1623951,9429034817513,02 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1623951,1623951,,"45 Amreins Road, Waitakere, Auckland
, New Zealand","45 Amreins Road, Waitakere, Auckland
, New Zealand",,,,,,,,,
319,53870,9429040710969,22 Jun 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco53870,53870,,"Lester Mckinstry & Co, 4th Floor Dingwall Bld, 87 Queen St, Auckland
, New Zealand",,,,,,,,,,
320,309301,9429039720719,25 Aug 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco309301,309301,,"C/-kuegler & Associates Ltd, Unit A, 181 Great South Road, Takanini
, New Zealand","C/-kuegler & Associates Ltd, Unit A, 181 Great South Road, Takanini
, New Zealand",,,,,,,,,
321,88324,9429040532219,16 Aug 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco88324,88324,,"Cockcroft & Co, Level 8 Novell House, 44 Wellesley Street, Auckland
, New Zealand","Cockcroft & Co, Level 8 Novell House, 44 Wellesley Street, Auckland
, New Zealand",,,,,,,,,
322,1431360,9429035695233,24 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1431360,1431360,,"8 Benson Rd, Remuera, Auckland
, New Zealand","8 Benson Rd, Remuera, Aucklnad
, New Zealand",,,,,,,,,
323,91661,9429040507033,02 Jul 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco91661,91661,,"10/13 Eban Avenue, Eban Gardens, Northcote, Auckland
, New Zealand","10/13 Eban Aenue, Eban Gardens, Northcote, Auckland
, New Zealand",,,,,,,,,
324,3408193,9429031073318,10 Jun 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3408193,3408193,,"2/61 Beachville Road, Redcliffes, Christchurch, 8081
, New Zealand","2/61 Beachville Road, Redcliffes, Christchurch, 8081
, New Zealand",,,,,,,,,
325,94120,9429040490359,15 Apr 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco94120,94120,,"Aa Mutual Bldg, Edsel St, Henderson, Auckland
, New Zealand",,,,,,,,,,
326,65929,9429040665160,17 Feb 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco65929,65929,,"10 Puawai Place, Northcote, Auckland
, New Zealand",,,,,,,,,,
327,103432,9429040414027,11 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103432,103432,,"187 Kamo Rd, Whangarei
, New Zealand",,,,,,,,,,
328,5594429,9429041605950,11 Feb 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5594429,5594429,,"408 High Street, Dunedin Central, Dunedin, 9016
, New Zealand","408 High Street, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,
329,3804436,9429030683051,04 May 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3804436,3804436,,"25a Archers Road, Hillctrest, Northshore, Auckland, 0629
, New Zealand","25a Archers Road, Hillctrest, Northshore, Auckland, 0629
, New Zealand",,,,,,,,,
330,1915137,9429033570808,28 Feb 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1915137,1915137,,"Level 2, Bayleys Building, 678 Victoria Street
, New Zealand","Level 2, Bayleys Building, 678 Victoria Street
, New Zealand",,,,,,,,,
331,933156,9429037724245,06 Nov 1998,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco933156,933156,,"44 Kensington Street, Putaruru, 3411
, New Zealand","38 Glenshea Street, Putaruru, Putaruru, 3411
, New Zealand",,,,,,,,,
332,104107,9429040404417,09 Oct 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco104107,104107,,"Peat Marwick, 11th Flr Peat Marwick Tower, 85 Alexandra Tower, Auckland
, New Zealand","Peat Marwick, 11th Flr Peat Marwick Tower, 85 Alexandra Tower, Auckland
, New Zealand",,,,,,,,,
333,1168345,9429036738588,19 Oct 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1168345,1168345,,"C/- Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand","C/- Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand",,,,,,,,,
334,160865,9429040234977,20 Jun 1960,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco160865,160865,,"Impact Chartered Accountants Limited, 1423b Hinemoa Street, Rotorua, 3010
, New Zealand","Impact Chartered Accountants Limited, 1423b Hinemoa Street, Rotorua, 3010
, New Zealand",,,,,,,,,
335,1060456,9429037161620,18 Aug 2000,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1060456,1060456,,"Harts, Chartered Accountants, Level 1, 320 Ti Rakau Drive, East Tamaki, Auckland, 2013
, New Zealand","Harts, Chartered Accountants, Level 1, 320 Ti Rakau Drive, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,
336,1760793,9429034333877,25 Jan 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1760793,1760793,,"GK Accounting (NLD) Limited, 35e Commerce Street, Whangarei, 0110
, New Zealand","GK Accounting (NLD) Limited, 35e Commerce Street, Whangarei, 0110
, New Zealand",,,,,,,,,
337,207008,9429039997692,14 Sep 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco207008,207008,,"C/o Murphy & Landrigan, 10-12 Young St Box 332, New Plymouth
, New Zealand",,,,,,,,,,
338,43346,9429040747873,14 May 1934,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco43346,43346,,"32 Montreal St, Christchurch
, New Zealand",,,,,,,,,,
339,814978,9429038290664,24 Jun 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco814978,814978,,"477 Wairakei Road, Christchurch 5
, New Zealand","477 Wairakei Road, Christchurch 5
, New Zealand",,,,,,,,,
340,964768,9429037557928,25 Jun 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco964768,964768,,"C/- Lock & Partners Ltd, 1st Level, 171 Hobson St, Auckland
, New Zealand","C/- Lock & Partners Ltd, 1st Level, 171 Hobson Street, Auckland
, New Zealand",,,,,,,,,
341,664184,9429038535185,16 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco664184,664184,,"C/-derlen Bakery Limited, 158 Walnut Avenue, Ashburton
, New Zealand","C/-derlen Bakery Limited, 158 Walnut Avenue, Ashburton
, New Zealand",,,,,,,,,
342,126226,9429031955072,20 Jul 1960,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco126226,126226,,"210 Lawford Road, West Melton, R D 6, Christchurch 7676
, New Zealand","210 Lawford Road, West Melton, R D 6, Christchurch 7676
, New Zealand",,,,,,,,,
343,133263,9429031879408,17 Apr 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco133263,133263,,"Price Waterhouse & Co With, R A Anderson & Knox, A M P Bldg Cathedral Sq, Christchurch
, New Zealand",,,,,,,,,,
344,1928745,9429033484563,02 Apr 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1928745,1928745,,"5 Chic Gardens, Parakai, Parakai, 0830
, New Zealand","5 Chic Gardens, Parakai, Parakai, 0830
, New Zealand",,,,,,,,,
345,1122259,9429036975471,23 Mar 2001,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1122259,1122259,,"9 Garden Road, Avalon, Lower Hutt, 5011
, New Zealand","9 Garden Road, Avalon, Lower Hutt, Wellington
, New Zealand",,,,,,,,,
346,164259,9429040212357,08 Feb 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164259,164259,,"34 Surrey Street, Taradale
, New Zealand",,,,,,,,,,
347,1609953,9429034896228,30 Mar 2005,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1609953,1609953,,"Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand","Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,
348,1502601,9429035450658,13 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1502601,1502601,,"17 Curries Road, Hillsborough, Christchurch
, New Zealand","17 Curries Road, Hillsborough, Christchurch
, New Zealand",,,,,,,,,
349,4833541,9429041020494,05 Dec 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4833541,4833541,,"Maitland Accounting Services, 136b Richardson Road, Mount Albert, Auckland, 1025
, New Zealand","Maitland Accounting Services, 136b Richardson Road, Mount Albert, Auckland, 1025
, New Zealand",,,,,,,,,
350,627633,9429038698217,10 Jun 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco627633,627633,,"6 Wallace Road, Te Puna, R D 2, Tauranga 3172
, New Zealand","6 Wallace Road, Te Puna, R D 2, Tauranga
, New Zealand",,,,,,,,,
351,803488,9429038348044,01 Apr 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco803488,803488,,"27 Mackworth Street, Christchurch
, New Zealand","27 Mackworth Street, Christchurch
, New Zealand",,,,,,,,,
352,1597559,9429034971222,03 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1597559,1597559,,"31 Finchley Road, Browns Bay, Auckland
, New Zealand","31 Finchley Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,
353,40309,9429040753706,29 Apr 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco40309,40309,,"32d Richmond Ave, Taupo
, New Zealand",,,,,,,,,,
354,1013394,9429037375867,15 Feb 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1013394,1013394,,"188 Kapiti Road, Paraparaumu
, New Zealand","12 Walton Avenue, Waikanae
, New Zealand",,,,,,,,,
355,108918,9429032166811,17 Jul 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108918,108918,,"Office Fo The Official Assignee, Second Floor, Lorne Towers,, 10 - 14 Lorne Street,, Auckland.
, New Zealand",,,,,,,,,,
356,1931960,9429033462059,12 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1931960,1931960,,"Accounting & Corporate Solutions Ltd, 42 Lerwick Terrace, Melrose,wellington, 6023
, New Zealand","Accounting & Corporate Solutions Ltd, 42 Lerwick Terrace, Melrose,wellington, 6023
, New Zealand",,,,,,,,,
357,1216518,9429036461905,02 Jul 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1216518,1216518,,"Rubiix Accountants Limited, 7-9 Mccoll Street, Newmarket, Auckland, 1023
, New Zealand","75 David Avenue, Hillpark, Manurewa, Auckland
, New Zealand",,,,,,,,,
