,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
310,194961,9429040070803,17 Dec 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco194961,194961,,"Cnr Raglan & Te Kowhai Rds, Whatawhata
, New Zealand","-
, New Zealand",,,,,,,,,,,,
311,1589609,9429035017455,22 Dec 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1589609,1589609,,"55 Strickland Street, Somerfield, Christchurch
, New Zealand","55 Strickland Street, Somerfield, Christchurch
, New Zealand",,,,,,,,,,,,
312,18008,9429040906805,05 Oct 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18008,18008,,"33 Waterloo Road, Lower Hutt
, New Zealand",,,,,,,,,,,,,
313,10462,9429040941011,29 Mar 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco10462,10462,,"Official Assignee, 6th Floor Justice Departmental Building, 3 Kingston Street, Auckland
, New Zealand","Official Assignee, 6th Floor Justice Departmental Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,
314,41579,9429040751153,19 Jun 1923,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco41579,41579,,"392 Broadway, Newmarket
, New Zealand",,,,,,,,,,,,,
315,48199,9429040733166,29 Jun 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48199,48199,,"49 Queen St, Waiuku
, New Zealand",,,,,,,,,,,,,
316,30400,9429040838427,06 Dec 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco30400,30400,,"9 Hampshire Street, Porirua
, New Zealand","9 Hampshire Street, Porirua
, New Zealand",,,,,,,,,,,,
317,5416221,9429041352892,05 Aug 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5416221,5416221,,"119 Bolton Street, Blockhouse Bay, Auckland, 0600
, New Zealand","119 Bolton Street, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,
318,859768,9429038073847,25 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco859768,859768,,"74 Sunvue Road, Glen Eden, Auckland
, New Zealand","74 Sunvue Road, Glen Eden, Auckland
, New Zealand",,,,,,,,,,,,
319,1738325,9429034405420,05 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1738325,1738325,,"67 Wymondley Road, Otara, Auckland
, New Zealand","67 Wymondley Road, Otara, Auckland
, New Zealand",,,,,,,,,,,,
320,115131,9429032076080,24 Aug 1982,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco115131,115131,,"23 Rathbone Street, Whangarei
, New Zealand","23 Rathbone Street, Whangarei
, New Zealand",,,,,,,,,,,,
321,5662075,9429041686881,07 Apr 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5662075,5662075,,"45 Clydesdale Avenue, Somerville, Auckland, 2014
, New Zealand","45 Clydesdale Avenue, Somerville, Auckland, 2014
, New Zealand",,,,,,,,,,,,
322,178114,9429040143064,15 Sep 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco178114,178114,,"Sloss Rd, Tokoroa
, New Zealand",,,,,,,,,,,,,
323,48023,9429040732053,31 Mar 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48023,48023,,"C/- Kpmg Peat Marwick, Level 6, Kpmg Peat Marwick Centre, 9 Princes Street, Auckland 1
, New Zealand",,,,,,,,,,,,,
324,113268,9429032107517,19 Jan 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco113268,113268,,"20 Doone Place, Massey, Auckland
, New Zealand",,,,,,,,,,,,,
325,1136753,9429036909667,11 May 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1136753,1136753,,"52 Grove Road, Mayfield, Blenheim, 7201
, New Zealand","1733 Awatere Valley Road, Rd 4, Blenheim, 7274
, New Zealand",,,,,,,,,,,,
326,169843,9429040178219,17 Aug 1934,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco169843,169843,,"High Street, Hawera
, New Zealand","High Street, Hawera
, New Zealand",,,,,,,,,,,,
327,596961,9429038819421,12 Oct 1993,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco596961,596961,,"WHK, 208-210 Avenue Road East, Hastings, 4122
, New Zealand","WHK, 208-210 Avenue Road East, Hastings, 4122
, New Zealand",,,,,,,,,,,,
328,471083,9429039217080,11 Jul 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco471083,471083,,"C/- Butts Bainbridge And Weir, 15-17 Edsel Street, Henderson, Auckland
, New Zealand",,,,,,,,,,,,,
329,4434379,9429030236004,06 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4434379,4434379,,"93 Laurel Oak Drive, Schnapper Rock, Auckland, 0632
, New Zealand","93 Laurel Oak Drive, Schnapper Rock, Auckland, 0632
, New Zealand",,,,,,,,,,,,
330,3155865,9429031356930,04 Oct 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3155865,3155865,,"8/70 Everglade Drive, Manukau City, Auckland, 2024
, New Zealand","8/70 Everglade Drive, Manukau City, Auckland, 2024
, New Zealand",,,,,,,,,,,,
331,4751419,9429041002674,06 Nov 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4751419,4751419,,"6 Mondrian Lane, Rolleston, Rolleston, 7614
, New Zealand","6 Mondrian Lane, Rolleston, Rolleston, 7614
, New Zealand",,,,,,,,,,,,
332,1161877,9429036772445,20 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1161877,1161877,,"P K F Carr & Stanton Ltd, 119 Queen Street East, Hastings, 4122
, New Zealand","P K F Carr & Stanton Ltd, 119 Queen Street East, Hastings, 4122
, New Zealand",,,,,,,,,,,,
333,113225,9429032111033,24 Dec 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco113225,113225,,"29 Malmo Place, Massey
, New Zealand","29 Malmo Place, Massey
, New Zealand",,,,,,,,,,,,
334,168005,9429040188720,01 Oct 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco168005,168005,,"38 Halifax St, Nelson
, New Zealand",,,,,,,,,,,,,
335,126330,9429031953825,29 Sep 1960,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco126330,126330,,"C/- Hubbard, Churcher & Co, Foresters Building, 39 George Street, Timaru
, New Zealand","C/- Hubbard, Churcher & Co, Foresters Building, 39 George Street, Timaru
, New Zealand",,,,,,,,,,,,
336,97943,9429040461762,11 May 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco97943,97943,,"43 Sale St, Auckland 1
, New Zealand",,,,,,,,,,,,,
337,867270,9429038038327,21 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco867270,867270,,"Jordan Road, Kaukapakapa
, New Zealand","Jordan Road, Kaukapakapa
, New Zealand",,,,,,,,,,,,
338,55973,9429040702834,14 Oct 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55973,55973,,"11-17 Mayoral Drive, Auckland
, New Zealand",,,,,,,,,,,,,
339,21161,9429040892764,18 Jul 1968,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco21161,21161,,"Manders Gambitsis & Co, 80a Queens Dr Box 30278, Lower Hutt
, New Zealand",,,,,,,,,,,,,
340,8180626,9429049255546,21 Apr 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8180626,8180626,,"100 Chichester Drive, Rosehill, Papakura, 2113
, New Zealand","100 Chichester Drive, Rosehill, Papakura, 2113
, New Zealand",,,,,,,,,,,,
341,3455271,9429031034258,06 Jul 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3455271,3455271,,"BDO Auckland, Level 2, 116 Harris Road, East Tamaki, Auckland, 2013
, New Zealand","BDO Auckland, Level 2, 116 Harris Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
342,1010411,9429037388928,14 Jan 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1010411,1010411,,"C/- The Tile Gallery, 2 Port Road, Whangarei
, New Zealand","2 Port Road, Whangarei
, New Zealand",,,,,,,,,,,,
343,1537618,9429035270416,05 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1537618,1537618,,"26, Victor Street, Avondale,, Auckland
, New Zealand","26, Victor Street, Avondale,, Auckland
, New Zealand",,,,,,,,,,,,
344,71978,9429040634067,16 Dec 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco71978,71978,,"52 Broadway, Newmarket
, New Zealand",,,,,,,,,,,,,
345,43813,9429040744902,12 Sep 1936,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco43813,43813,,"Level 9 Tower Centre, 45 Queen Street, Auckland, 1010
, New Zealand","Level 9 Tower Centre, 45 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
346,166443,9429040197319,23 Apr 1921,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco166443,166443,,"Lower Queen Street, C/ Nelson Pine Ind, Richmond
, New Zealand",,,,,,,,,,,,,
347,6895953,9429046852670,20 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6895953,6895953,,"101 First View Avenue, Beachlands, Auckland, 2018
, New Zealand","101 First View Avenue, Beachlands, Auckland, 2018
, New Zealand",,,,,,,,,,,,
348,66720,9429040660714,30 Jun 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco66720,66720,,"166 Kitchener Rd Box 31008, Milford 9
, New Zealand",,,,,,,,,,,,,
349,1598174,9429034968680,01 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1598174,1598174,,"31 Sheen Street, Roslyn, Dunedin 9010
, New Zealand","31 Sheen Street, Roslyn, Dunedin 9010
, New Zealand",,,,,,,,,,,,
350,65723,9429040666662,13 Dec 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco65723,65723,,"18th Floor Quay Tower, 29 Customs St West, Auckland 1
, New Zealand",,,,,,,,,,,,,
351,1116498,9429037005542,14 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1116498,1116498,,"Miller Dean Chartered Accountants Ltd, Level 5, 203 -209 Willis Street, Wellington
, New Zealand","Miller Dean Chartered Accountants Ltd, Level 5, 203 -209 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
352,7745857,9429047703643,25 Sep 2019,Removed,NZ Limited Company,No,Asia Food Retail Group Pte Limited,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7745857,7745857,,"Pakuranga Plaza Management Office, 10 Aylesbury Street, Pakuranga, Auckland, 2010
, New Zealand","Pakuranga Plaza Management Office, 10 Aylesbury Street, Pakuranga, Auckland, 2010
, New Zealand",March,,,,,,,,,,,
353,5652970,9429041675915,10 Apr 2015,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5652970,5652970,,"16 Pukeko Place, Westshore, Napier, 4110
, New Zealand","16 Pukeko Place, Westshore, Napier, 4110
, New Zealand",,,,,,,,,,,,
354,1272908,9429036146352,07 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1272908,1272908,,"53, Davis Crescent, Newmarket, Auckland 1023
, New Zealand","53, Davis Crescent, Newmarket, Auckland 1023
, New Zealand",,,,,,,,,,,,
355,1192476,9429036602582,05 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1192476,1192476,,"Sadler Oakly Newman Limited, 2 Church Street, Masterton
, New Zealand","Sadler Oakly Newman Limited, 2 Church Street, Masterton
, New Zealand",,,,,,,,,,,,
356,144735,9429040319681,13 Nov 1952,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco144735,144735,,"Deborah Mackay, 20 Donald Street, Kenmure, Dunedin, 9011
, New Zealand","Deborah Mackay, 20 Donald Street, Kenmure, Dunedin, 9011
, New Zealand",,,,,,,,,,,,
357,1540632,9429035253259,02 Aug 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1540632,1540632,,"Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand","Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
358,196157,9429040061399,19 May 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196157,196157,,"V G Garton, 52 Jellicoe St, Te Puke
, New Zealand","-
, New Zealand",,,,,,,,,,,,
359,1797408,9429034196403,31 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1797408,1797408,,"Level 3, Burns House, 10 George Street, Dunedin, 9016
, New Zealand","Level 3, Burns House, 10 George Street, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
360,9011992,9429051754143,01 Dec 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9011992,9011992,,"22 San Domingo Rise, Henderson, Auckland, 0612
, New Zealand","22 San Domingo Rise, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,,,,
361,119012,9429032015447,03 Feb 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119012,119012,,"C/o Kent & Little, 29 Queen Street, Levin
, New Zealand","Hanratty Kent, 29 Queen Street, Levin
, New Zealand",,,,,,,,,,,,
362,75188,9429040616964,06 Sep 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75188,75188,,"Unit 1, 1221 New North Rd, Mount Albert, Auckland
, New Zealand",,,,,,,,,,,,,
363,1696449,9429034537794,20 Sep 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1696449,1696449,,"237 Victoria Avenue, Hokowhitu, Palmerston North, 4410
, New Zealand","237 Victoria Avenue, Hokowhitu, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
364,1193217,9429036598342,05 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1193217,1193217,,"R S M Prince, Chartered Accountants, 17c Corinthian Drive, Albany, Auckland
, New Zealand","R S M Prince, Chartered Accountants, 17c Corinthian Drive, Albany, Auckland
, New Zealand",,,,,,,,,,,,
365,1417843,9429035730569,08 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1417843,1417843,,"1 Mapau Rd, Greenlane, Auckland
, New Zealand","1 Mapau Rd, Greenlane, Auckland
, New Zealand",,,,,,,,,,,,
366,1139472,9429036894734,22 May 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1139472,1139472,,"8 Cron Avenue, Te Atatu South, Auckland
, New Zealand","8 Cron Avenue, Te Atatu South, Auckland
, New Zealand",,,,,,,,,,,,
367,1949364,9429033355894,19 Jun 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1949364,1949364,,"BDO Wellington Limited, 50 Customhouse Quay, Wellington Central, Wellington, 6011
, New Zealand","BDO Wellington Limited, 50 Customhouse Quay, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
368,54898,9429040707600,26 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco54898,54898,,"8th Flr, Reserve Bank Bldg, 67 Custom St East, Auckland
, New Zealand",,,,,,,,,,,,,
369,1210601,9429036495474,13 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1210601,1210601,,"12 Bethlehem Road, Bethlehem, Tauranga, 3110
, New Zealand","12 Bethlehem Road, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
370,1011720,9429037383381,31 Jan 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1011720,1011720,,"Darren Budgen, 42 Davidson Crescent, Tawa, Wellington, 5028
, New Zealand","Darren Budgen, 42 Davidson Crescent, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,
371,1238777,9429036335008,06 Sep 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1238777,1238777,,"NEXIA CHRISTCHURCH LIMITED, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand","NEXIA CHRISTCHURCH LIMITED, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand",,,,,,,,,,,,
372,27604,9429040855530,24 Apr 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco27604,27604,,"14 Fl, Willbank Hse, 57 Willis St, Wellington
, New Zealand",,,,,,,,,,,,,
373,68363,9429040653037,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco68363,68363,,"70 Queen St, Waiuku
, New Zealand",,,,,,,,,,,,,
374,2145221,9429032685800,15 Jul 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2145221,2145221,,"Carter & Associates Chartered Accountants Ltd, 21 Garland Road, Greenlane, Auckland, 1061
, New Zealand","Carter & Associates Chartered Accountants Ltd, 21 Garland Road, Greenlane, Auckland, 1061
, New Zealand",,,,,,,,,,,,
375,815150,9429038287725,01 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco815150,815150,,"Ashton Wheelans & Hegan Limited, 6 Lancaster Street, Waltham, Christchurch, 8011
, New Zealand","Ashton Wheelans & Hegan Limited, 6 Lancaster Street, Waltham, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
376,70746,9429040640563,10 Jun 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco70746,70746,,"Suite 4, 44 Khyber Pass Rd Grafton, Auckland, 1140
, New Zealand","Suite 4, 44 Khyber Pass Rd Grafton, Auckland, 1140
, New Zealand",,,,,,,,,,,,
377,3008000,9429031478489,30 Jun 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3008000,3008000,,"17 Nepal Place, Burnside, Christchurch, 8053
, New Zealand","17 Nepal Place, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
378,5216441,9429041253335,28 May 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5216441,5216441,,"Unit 21, 68/74 Kingsford Smith Street, Rongotai, Wellington, 6022
, New Zealand","Unit 21, 68/74 Kingsford Smith Street, Rongotai, Wellington, 6022
, New Zealand",,,,,,,,,,,,
379,310061,9429039718310,01 Jul 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco310061,310061,,"7th Floor, 234 Wakefield Street, Wellington
, New Zealand","-
, New Zealand",,,,,,,,,,,,
380,61820,9429040681962,02 Aug 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61820,61820,,"Lay Dodd And Partners, Prudential Building, 9 Manakau Rd Auckland 3
, New Zealand",,,,,,,,,,,,,
381,42953,9429040747514,08 Jun 1932,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco42953,42953,,"43 Grande Ave, Mt Albert
, New Zealand",,,,,,,,,,,,,
382,172787,9429040163390,05 Apr 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco172787,172787,,"68 Clearview Road, Lepperton, New Plymouth
, New Zealand","155 Devon Street East, New Plymouth, P.o.box 4210
, New Zealand",,,,,,,,,,,,
383,41972,9429040750118,01 Oct 1926,Removed,NZ Limited Company,No,Not specified,Showing 2 of 8 directors,httpsapp.companiesoffice.govt.nzco41972,41972,,"Augustus House, 15 Augustus Terrace, Parnell, Auckland 1 Box 3744
, New Zealand",,,,,,,,,,,,,
